# [1]Indel length	[2]Count
-60	2523
-59	52
-58	86
-57	48
-56	112
-55	56
-54	109
-53	49
-52	112
-51	83
-50	170
-49	156
-48	221
-47	100
-46	142
-45	124
-44	219
-43	116
-42	244
-41	138
-40	378
-39	182
-38	300
-37	194
-36	452
-35	245
-34	406
-33	281
-32	666
-31	340
-30	813
-29	371
-28	936
-27	479
-26	933
-25	710
-24	1543
-23	646
-22	1321
-21	759
-20	2533
-19	995
-18	2258
-17	1231
-16	3860
-15	2374
-14	3732
-13	2141
-12	7782
-11	2761
-10	7749
-9	4310
-8	13643
-7	5583
-6	16514
-5	15175
-4	51201
-3	35354
-2	93280
-1	233205
1	236270
2	92468
3	33726
4	48811
5	14077
6	15991
7	5213
8	13786
9	4209
10	7526
11	2545
12	7399
13	1948
14	3400
15	2284
16	3695
17	1089
18	2065
19	835
20	2548
21	800
22	1159
23	586
24	1566
25	683
26	809
27	490
28	907
29	311
30	713
31	300
32	601
33	239
34	377
35	296
36	404
37	221
38	248
39	181
40	324
41	123
42	201
43	120
44	153
45	139
46	124
47	101
48	183
49	112
50	144
51	87
52	127
53	83
54	125
55	79
56	110
57	67
58	80
59	62
60	2668
