# [1]Indel length	[2]Count
-60	2570
-59	47
-58	76
-57	61
-56	100
-55	58
-54	135
-53	68
-52	119
-51	90
-50	162
-49	144
-48	198
-47	103
-46	171
-45	110
-44	196
-43	125
-42	236
-41	144
-40	391
-39	190
-38	309
-37	194
-36	439
-35	268
-34	419
-33	278
-32	663
-31	314
-30	756
-29	383
-28	902
-27	500
-26	883
-25	684
-24	1515
-23	674
-22	1282
-21	799
-20	2492
-19	1000
-18	2276
-17	1194
-16	3767
-15	2402
-14	3656
-13	2076
-12	7682
-11	2842
-10	7686
-9	4365
-8	13584
-7	5543
-6	16360
-5	15283
-4	50461
-3	35276
-2	92204
-1	230397
1	234141
2	91525
3	33221
4	48326
5	14251
6	16029
7	5163
8	13413
9	4044
10	7473
11	2552
12	7335
13	1901
14	3285
15	2233
16	3718
17	1086
18	2157
19	877
20	2483
21	806
22	1129
23	598
24	1475
25	627
26	813
27	463
28	890
29	321
30	745
31	284
32	568
33	253
34	383
35	277
36	407
37	197
38	278
39	193
40	330
41	135
42	200
43	122
44	174
45	142
46	145
47	118
48	202
49	125
50	136
51	84
52	140
53	80
54	124
55	64
56	98
57	64
58	82
59	63
60	2750
