# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.53
-58	0.57
-57	0.55
-56	0.64
-55	0.57
-54	0.62
-53	0.57
-52	0.61
-51	0.55
-50	0.59
-49	0.55
-48	0.59
-47	0.61
-46	0.62
-45	0.57
-44	0.63
-43	0.60
-42	0.63
-41	0.60
-40	0.59
-39	0.59
-38	0.65
-37	0.61
-36	0.63
-35	0.59
-34	0.65
-33	0.61
-32	0.64
-31	0.64
-30	0.65
-29	0.63
-28	0.64
-27	0.62
-26	0.64
-25	0.63
-24	0.63
-23	0.62
-22	0.65
-21	0.63
-20	0.63
-19	0.65
-18	0.65
-17	0.65
-16	0.63
-15	0.63
-14	0.63
-13	0.66
-12	0.63
-11	0.65
-10	0.62
-9	0.65
-8	0.62
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.65
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.59
7	0.60
8	0.58
9	0.59
10	0.57
11	0.60
12	0.58
13	0.60
14	0.57
15	0.58
16	0.57
17	0.60
18	0.56
19	0.62
20	0.57
21	0.61
22	0.56
23	0.61
24	0.57
25	0.59
26	0.57
27	0.63
28	0.58
29	0.61
30	0.58
31	0.64
32	0.57
33	0.64
34	0.58
35	0.59
36	0.59
37	0.63
38	0.61
39	0.64
40	0.61
41	0.62
42	0.65
43	0.59
44	0.62
45	0.61
46	0.63
47	0.68
48	0.61
49	0.65
50	0.66
51	0.62
52	0.63
53	0.71
54	0.65
55	0.65
56	0.58
57	0.64
58	0.58
59	0.67
60	0.64
