# [1]Indel length	[2]Mean VAF
-60	0.53
-59	0.49
-58	0.52
-57	0.56
-56	0.58
-55	0.48
-54	0.56
-53	0.55
-52	0.56
-51	0.52
-50	0.52
-49	0.50
-48	0.55
-47	0.53
-46	0.59
-45	0.55
-44	0.58
-43	0.57
-42	0.57
-41	0.57
-40	0.57
-39	0.57
-38	0.62
-37	0.57
-36	0.59
-35	0.55
-34	0.59
-33	0.54
-32	0.60
-31	0.60
-30	0.60
-29	0.60
-28	0.59
-27	0.59
-26	0.60
-25	0.59
-24	0.59
-23	0.57
-22	0.60
-21	0.60
-20	0.58
-19	0.61
-18	0.60
-17	0.60
-16	0.59
-15	0.60
-14	0.60
-13	0.63
-12	0.59
-11	0.62
-10	0.58
-9	0.60
-8	0.59
-7	0.61
-6	0.59
-5	0.59
-4	0.59
-3	0.60
-2	0.60
-1	0.64
1	0.64
2	0.59
3	0.60
4	0.60
5	0.59
6	0.55
7	0.55
8	0.54
9	0.55
10	0.52
11	0.55
12	0.54
13	0.56
14	0.52
15	0.54
16	0.53
17	0.55
18	0.51
19	0.55
20	0.52
21	0.55
22	0.51
23	0.55
24	0.53
25	0.56
26	0.52
27	0.58
28	0.53
29	0.57
30	0.54
31	0.59
32	0.55
33	0.58
34	0.53
35	0.57
36	0.55
37	0.59
38	0.54
39	0.60
40	0.56
41	0.58
42	0.56
43	0.58
44	0.55
45	0.55
46	0.58
47	0.59
48	0.54
49	0.60
50	0.58
51	0.56
52	0.55
53	0.61
54	0.57
55	0.57
56	0.57
57	0.58
58	0.53
59	0.58
60	0.58
