# [1]Indel length	[2]Count
-60	3174
-59	58
-58	106
-57	62
-56	148
-55	90
-54	147
-53	86
-52	153
-51	96
-50	197
-49	207
-48	262
-47	135
-46	229
-45	172
-44	260
-43	141
-42	279
-41	182
-40	498
-39	230
-38	389
-37	265
-36	545
-35	343
-34	518
-33	328
-32	829
-31	391
-30	950
-29	465
-28	1217
-27	641
-26	1140
-25	878
-24	1902
-23	810
-22	1718
-21	1067
-20	3137
-19	1252
-18	2862
-17	1627
-16	4896
-15	3123
-14	4699
-13	2738
-12	9642
-11	3602
-10	9667
-9	5630
-8	16929
-7	7190
-6	20450
-5	19201
-4	62518
-3	45030
-2	116348
-1	289241
1	291731
2	114343
3	41915
4	58370
5	17521
6	19782
7	6609
8	16624
9	5195
10	9268
11	3253
12	9028
13	2341
14	4169
15	2718
16	4566
17	1404
18	2695
19	1113
20	3129
21	1023
22	1523
23	766
24	1894
25	784
26	1071
27	529
28	1072
29	438
30	894
31	389
32	747
33	297
34	467
35	332
36	511
37	260
38	322
39	209
40	419
41	186
42	257
43	156
44	206
45	169
46	197
47	108
48	245
49	172
50	182
51	91
52	174
53	100
54	147
55	105
56	120
57	91
58	151
59	102
60	3427
