# [1]Indel length	[2]Mean VAF
-60	0.59
-59	0.58
-58	0.62
-57	0.58
-56	0.59
-55	0.67
-54	0.63
-53	0.60
-52	0.64
-51	0.60
-50	0.61
-49	0.53
-48	0.62
-47	0.67
-46	0.67
-45	0.53
-44	0.65
-43	0.63
-42	0.63
-41	0.60
-40	0.63
-39	0.63
-38	0.66
-37	0.62
-36	0.65
-35	0.61
-34	0.67
-33	0.66
-32	0.67
-31	0.64
-30	0.65
-29	0.66
-28	0.67
-27	0.64
-26	0.67
-25	0.65
-24	0.66
-23	0.66
-22	0.68
-21	0.66
-20	0.66
-19	0.67
-18	0.66
-17	0.68
-16	0.66
-15	0.66
-14	0.67
-13	0.69
-12	0.65
-11	0.68
-10	0.65
-9	0.68
-8	0.66
-7	0.68
-6	0.66
-5	0.66
-4	0.66
-3	0.66
-2	0.67
-1	0.71
1	0.70
2	0.66
3	0.67
4	0.67
5	0.66
6	0.63
7	0.64
8	0.62
9	0.63
10	0.60
11	0.64
12	0.61
13	0.65
14	0.60
15	0.62
16	0.60
17	0.65
18	0.61
19	0.65
20	0.60
21	0.64
22	0.59
23	0.65
24	0.62
25	0.63
26	0.63
27	0.65
28	0.63
29	0.63
30	0.61
31	0.67
32	0.62
33	0.63
34	0.60
35	0.62
36	0.63
37	0.66
38	0.65
39	0.63
40	0.62
41	0.67
42	0.64
43	0.63
44	0.60
45	0.62
46	0.62
47	0.66
48	0.62
49	0.66
50	0.66
51	0.70
52	0.68
53	0.68
54	0.67
55	0.65
56	0.67
57	0.67
58	0.62
59	0.71
60	0.67
