# [1]Indel length	[2]Count
-60	2453
-59	45
-58	87
-57	55
-56	118
-55	55
-54	121
-53	72
-52	135
-51	89
-50	168
-49	148
-48	194
-47	105
-46	159
-45	147
-44	202
-43	121
-42	235
-41	119
-40	400
-39	181
-38	303
-37	207
-36	427
-35	248
-34	425
-33	258
-32	617
-31	329
-30	775
-29	387
-28	943
-27	478
-26	948
-25	698
-24	1551
-23	652
-22	1362
-21	817
-20	2532
-19	1012
-18	2329
-17	1231
-16	3822
-15	2378
-14	3702
-13	2114
-12	7809
-11	2867
-10	7746
-9	4466
-8	13742
-7	5671
-6	16733
-5	15277
-4	51375
-3	35394
-2	93409
-1	233464
1	237957
2	92725
3	34114
4	49100
5	14471
6	16311
7	5345
8	13660
9	4287
10	7471
11	2607
12	7534
13	1951
14	3397
15	2277
16	3798
17	1120
18	2132
19	857
20	2580
21	794
22	1250
23	600
24	1556
25	627
26	887
27	485
28	884
29	320
30	727
31	320
32	607
33	260
34	363
35	273
36	422
37	195
38	266
39	187
40	360
41	134
42	213
43	129
44	200
45	128
46	139
47	102
48	181
49	100
50	134
51	84
52	116
53	91
54	133
55	79
56	90
57	63
58	88
59	63
60	2662
