# [1]Indel length	[2]Count
-60	2520
-59	45
-58	76
-57	59
-56	113
-55	74
-54	116
-53	58
-52	113
-51	88
-50	160
-49	153
-48	192
-47	100
-46	178
-45	126
-44	189
-43	101
-42	223
-41	147
-40	381
-39	172
-38	283
-37	210
-36	462
-35	262
-34	403
-33	282
-32	656
-31	320
-30	782
-29	384
-28	947
-27	506
-26	899
-25	703
-24	1505
-23	638
-22	1304
-21	830
-20	2499
-19	991
-18	2212
-17	1202
-16	3781
-15	2341
-14	3586
-13	2126
-12	7577
-11	2803
-10	7786
-9	4350
-8	13234
-7	5473
-6	16120
-5	15102
-4	50161
-3	34782
-2	91629
-1	228659
1	232481
2	90736
3	32810
4	47842
5	13972
6	15695
7	5208
8	13439
9	4119
10	7346
11	2587
12	7309
13	1895
14	3308
15	2253
16	3587
17	1050
18	2166
19	865
20	2461
21	820
22	1135
23	596
24	1500
25	666
26	763
27	466
28	869
29	333
30	730
31	312
32	554
33	261
34	355
35	246
36	428
37	192
38	262
39	176
40	338
41	125
42	204
43	123
44	168
45	129
46	133
47	103
48	181
49	130
50	139
51	77
52	116
53	80
54	119
55	79
56	101
57	62
58	84
59	68
60	2749
