# [1]Indel length	[2]Count
-60	2503
-59	46
-58	88
-57	61
-56	111
-55	64
-54	121
-53	65
-52	112
-51	79
-50	154
-49	153
-48	205
-47	100
-46	149
-45	136
-44	201
-43	122
-42	226
-41	144
-40	370
-39	170
-38	298
-37	229
-36	462
-35	230
-34	411
-33	264
-32	645
-31	315
-30	763
-29	348
-28	951
-27	500
-26	943
-25	700
-24	1614
-23	650
-22	1308
-21	790
-20	2531
-19	1014
-18	2219
-17	1202
-16	3868
-15	2424
-14	3678
-13	2138
-12	7758
-11	2872
-10	7875
-9	4408
-8	13661
-7	5669
-6	16569
-5	15334
-4	51437
-3	35765
-2	93645
-1	233313
1	237696
2	92556
3	34016
4	48910
5	14312
6	16141
7	5343
8	13697
9	4175
10	7459
11	2583
12	7405
13	1879
14	3341
15	2332
16	3623
17	1142
18	2087
19	931
20	2512
21	822
22	1203
23	599
24	1527
25	642
26	847
27	470
28	885
29	358
30	699
31	287
32	605
33	245
34	351
35	264
36	431
37	205
38	262
39	143
40	319
41	122
42	204
43	115
44	161
45	133
46	144
47	95
48	190
49	117
50	143
51	88
52	123
53	69
54	119
55	73
56	100
57	52
58	73
59	65
60	2549
