# [1]Indel length	[2]Count
-60	2438
-59	41
-58	79
-57	55
-56	117
-55	54
-54	121
-53	64
-52	124
-51	78
-50	169
-49	141
-48	199
-47	99
-46	161
-45	139
-44	193
-43	126
-42	213
-41	143
-40	378
-39	189
-38	301
-37	216
-36	439
-35	236
-34	392
-33	294
-32	613
-31	323
-30	775
-29	395
-28	954
-27	500
-26	918
-25	690
-24	1498
-23	659
-22	1252
-21	791
-20	2471
-19	967
-18	2290
-17	1213
-16	3787
-15	2398
-14	3618
-13	2071
-12	7563
-11	2727
-10	7539
-9	4318
-8	13488
-7	5470
-6	16168
-5	15124
-4	50249
-3	34797
-2	91908
-1	229105
1	232127
2	90463
3	33023
4	48012
5	14002
6	15565
7	5094
8	13305
9	4025
10	7270
11	2585
12	7231
13	1824
14	3242
15	2173
16	3577
17	1043
18	2058
19	885
20	2460
21	746
22	1160
23	590
24	1413
25	634
26	804
27	480
28	829
29	314
30	645
31	293
32	607
33	234
34	356
35	261
36	381
37	209
38	279
39	168
40	333
41	124
42	187
43	125
44	176
45	128
46	154
47	102
48	201
49	105
50	133
51	86
52	123
53	73
54	116
55	73
56	95
57	63
58	74
59	66
60	2662
