# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.52
-58	0.56
-57	0.62
-56	0.61
-55	0.57
-54	0.58
-53	0.55
-52	0.62
-51	0.60
-50	0.60
-49	0.56
-48	0.60
-47	0.58
-46	0.59
-45	0.57
-44	0.61
-43	0.60
-42	0.62
-41	0.62
-40	0.57
-39	0.59
-38	0.61
-37	0.58
-36	0.63
-35	0.62
-34	0.64
-33	0.58
-32	0.65
-31	0.62
-30	0.62
-29	0.62
-28	0.62
-27	0.64
-26	0.62
-25	0.61
-24	0.63
-23	0.61
-22	0.64
-21	0.64
-20	0.61
-19	0.64
-18	0.64
-17	0.65
-16	0.62
-15	0.63
-14	0.64
-13	0.65
-12	0.63
-11	0.66
-10	0.62
-9	0.65
-8	0.62
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.63
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.62
6	0.59
7	0.60
8	0.58
9	0.60
10	0.58
11	0.61
12	0.58
13	0.61
14	0.58
15	0.59
16	0.57
17	0.63
18	0.56
19	0.61
20	0.57
21	0.62
22	0.57
23	0.62
24	0.57
25	0.61
26	0.59
27	0.61
28	0.59
29	0.60
30	0.59
31	0.64
32	0.59
33	0.64
34	0.58
35	0.59
36	0.62
37	0.64
38	0.67
39	0.62
40	0.60
41	0.63
42	0.66
43	0.59
44	0.62
45	0.57
46	0.60
47	0.62
48	0.64
49	0.66
50	0.61
51	0.67
52	0.67
53	0.67
54	0.61
55	0.65
56	0.65
57	0.64
58	0.66
59	0.66
60	0.65
