# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.58
-58	0.59
-57	0.53
-56	0.57
-55	0.65
-54	0.59
-53	0.58
-52	0.65
-51	0.55
-50	0.58
-49	0.54
-48	0.60
-47	0.61
-46	0.60
-45	0.58
-44	0.63
-43	0.59
-42	0.59
-41	0.63
-40	0.59
-39	0.63
-38	0.62
-37	0.60
-36	0.62
-35	0.60
-34	0.62
-33	0.64
-32	0.65
-31	0.68
-30	0.64
-29	0.63
-28	0.63
-27	0.61
-26	0.64
-25	0.63
-24	0.64
-23	0.63
-22	0.65
-21	0.63
-20	0.63
-19	0.66
-18	0.64
-17	0.65
-16	0.62
-15	0.63
-14	0.64
-13	0.66
-12	0.63
-11	0.66
-10	0.63
-9	0.64
-8	0.63
-7	0.66
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.60
7	0.60
8	0.59
9	0.60
10	0.58
11	0.60
12	0.58
13	0.60
14	0.57
15	0.59
16	0.57
17	0.62
18	0.56
19	0.62
20	0.57
21	0.62
22	0.57
23	0.64
24	0.56
25	0.60
26	0.59
27	0.60
28	0.59
29	0.62
30	0.61
31	0.65
32	0.57
33	0.61
34	0.61
35	0.61
36	0.60
37	0.66
38	0.61
39	0.62
40	0.60
41	0.67
42	0.59
43	0.57
44	0.59
45	0.60
46	0.63
47	0.59
48	0.60
49	0.65
50	0.64
51	0.65
52	0.60
53	0.61
54	0.65
55	0.63
56	0.65
57	0.62
58	0.64
59	0.62
60	0.63
