# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.47
-58	0.59
-57	0.52
-56	0.58
-55	0.60
-54	0.57
-53	0.61
-52	0.58
-51	0.57
-50	0.61
-49	0.57
-48	0.54
-47	0.56
-46	0.60
-45	0.57
-44	0.59
-43	0.64
-42	0.60
-41	0.57
-40	0.60
-39	0.58
-38	0.62
-37	0.59
-36	0.61
-35	0.62
-34	0.62
-33	0.59
-32	0.64
-31	0.65
-30	0.63
-29	0.64
-28	0.63
-27	0.62
-26	0.66
-25	0.62
-24	0.64
-23	0.61
-22	0.65
-21	0.63
-20	0.61
-19	0.66
-18	0.63
-17	0.65
-16	0.63
-15	0.62
-14	0.64
-13	0.65
-12	0.62
-11	0.65
-10	0.62
-9	0.64
-8	0.62
-7	0.65
-6	0.62
-5	0.62
-4	0.63
-3	0.63
-2	0.64
-1	0.67
1	0.67
2	0.62
3	0.63
4	0.63
5	0.61
6	0.58
7	0.59
8	0.57
9	0.58
10	0.57
11	0.58
12	0.57
13	0.58
14	0.55
15	0.56
16	0.56
17	0.60
18	0.56
19	0.60
20	0.56
21	0.59
22	0.55
23	0.62
24	0.56
25	0.57
26	0.56
27	0.60
28	0.57
29	0.63
30	0.56
31	0.61
32	0.56
33	0.62
34	0.59
35	0.58
36	0.58
37	0.64
38	0.63
39	0.62
40	0.55
41	0.67
42	0.61
43	0.63
44	0.58
45	0.60
46	0.59
47	0.61
48	0.61
49	0.63
50	0.59
51	0.62
52	0.64
53	0.59
54	0.60
55	0.54
56	0.60
57	0.62
58	0.61
59	0.61
60	0.61
