# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.65
-58	0.58
-57	0.57
-56	0.67
-55	0.62
-54	0.62
-53	0.58
-52	0.60
-51	0.62
-50	0.61
-49	0.58
-48	0.63
-47	0.61
-46	0.62
-45	0.64
-44	0.61
-43	0.61
-42	0.65
-41	0.63
-40	0.60
-39	0.60
-38	0.64
-37	0.62
-36	0.63
-35	0.62
-34	0.64
-33	0.62
-32	0.65
-31	0.66
-30	0.63
-29	0.64
-28	0.64
-27	0.60
-26	0.66
-25	0.63
-24	0.65
-23	0.63
-22	0.65
-21	0.63
-20	0.63
-19	0.65
-18	0.65
-17	0.65
-16	0.64
-15	0.63
-14	0.65
-13	0.66
-12	0.63
-11	0.66
-10	0.63
-9	0.65
-8	0.63
-7	0.66
-6	0.63
-5	0.64
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.59
7	0.61
8	0.59
9	0.61
10	0.58
11	0.61
12	0.58
13	0.61
14	0.58
15	0.59
16	0.58
17	0.63
18	0.57
19	0.64
20	0.58
21	0.64
22	0.60
23	0.63
24	0.60
25	0.61
26	0.62
27	0.64
28	0.59
29	0.64
30	0.59
31	0.63
32	0.62
33	0.62
34	0.60
35	0.60
36	0.62
37	0.66
38	0.63
39	0.64
40	0.61
41	0.69
42	0.68
43	0.63
44	0.63
45	0.63
46	0.67
47	0.66
48	0.62
49	0.65
50	0.69
51	0.64
52	0.68
53	0.69
54	0.68
55	0.65
56	0.66
57	0.63
58	0.68
59	0.66
60	0.66
