# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.55
-58	0.55
-57	0.58
-56	0.59
-55	0.62
-54	0.58
-53	0.55
-52	0.58
-51	0.52
-50	0.60
-49	0.52
-48	0.60
-47	0.60
-46	0.61
-45	0.58
-44	0.62
-43	0.57
-42	0.62
-41	0.59
-40	0.60
-39	0.60
-38	0.63
-37	0.59
-36	0.61
-35	0.58
-34	0.63
-33	0.58
-32	0.64
-31	0.62
-30	0.62
-29	0.61
-28	0.62
-27	0.60
-26	0.63
-25	0.61
-24	0.63
-23	0.60
-22	0.64
-21	0.62
-20	0.61
-19	0.65
-18	0.64
-17	0.66
-16	0.63
-15	0.62
-14	0.64
-13	0.65
-12	0.62
-11	0.65
-10	0.61
-9	0.65
-8	0.61
-7	0.64
-6	0.62
-5	0.63
-4	0.63
-3	0.63
-2	0.64
-1	0.68
1	0.67
2	0.62
3	0.64
4	0.63
5	0.63
6	0.59
7	0.60
8	0.58
9	0.60
10	0.57
11	0.60
12	0.57
13	0.61
14	0.56
15	0.59
16	0.57
17	0.61
18	0.56
19	0.62
20	0.56
21	0.60
22	0.56
23	0.61
24	0.58
25	0.59
26	0.58
27	0.60
28	0.57
29	0.63
30	0.57
31	0.63
32	0.57
33	0.62
34	0.59
35	0.57
36	0.60
37	0.62
38	0.60
39	0.61
40	0.58
41	0.67
42	0.61
43	0.63
44	0.59
45	0.60
46	0.62
47	0.63
48	0.58
49	0.64
50	0.59
51	0.64
52	0.62
53	0.65
54	0.65
55	0.67
56	0.60
57	0.68
58	0.61
59	0.58
60	0.63
