# [1]Quality	[2]Number of sites	[3]Marginal Ts/Tv
248409.9	41151	1.512424	1.512424
3260.6	82328	1.972639	1.723297
3016.6	123470	2.000875	1.809904
2895.6	164588	2.018278	1.859218
2810.6	206194	2.036934	1.893382
2742.7	248301	2.024494	1.914810
2685.6	289521	2.067877	1.935663
2636.6	330647	2.085453	1.953498
2592.6	371797	2.033319	1.962125
2551.6	413492	2.021377	1.967994
2513.6	454848	2.091344	1.978801
2478.9	496021	2.055057	1.984985
2444.6	537215	2.093339	1.993025
2411.6	578548	2.018109	1.994803
2379.6	620060	2.061357	1.999168
2348.6	662117	2.032665	2.001274
2317.6	704400	2.061545	2.004825
2286.6	746116	2.046743	2.007138
2256.6	787347	2.080849	2.010910
2226.6	829670	2.094465	2.015063
2195.6	870975	2.078557	2.018015
2165.6	912413	2.068800	2.020285
2134.6	954425	2.073974	2.022609
2101.6	996340	1.998212	2.021574
2068.6	1038372	2.092407	2.024379
2033.6	1080136	2.025062	2.024405
1996.6	1121464	2.052966	2.025448
1957.6	1163538	2.057259	2.026587
1914.9	1205193	2.041843	2.027112
1868.6	1246526	2.032724	2.027297
1816.6	1288158	2.012882	2.026829
1755.9	1329732	2.004770	2.026135
1686.6	1370967	1.925713	2.023014
1608.1	1412070	1.910565	2.019618
1531.6	1453447	1.924583	2.016827
1464.6	1495064	1.946754	2.014832
1411.0	1536389	1.942747	2.012846
1367.6	1577567	1.995199	2.012383
1331.9	1618818	2.003786	2.012164
1301.1	1659941	2.014883	2.012231
1275.3	1701212	2.001091	2.011960
1251.1	1743862	1.977312	2.011103
1229.0	1785695	2.027428	2.011483
1209.2	1827369	2.032159	2.011951
1191.0	1870362	2.057606	2.012986
1173.4	1913776	2.063581	2.014115
1156.0	1954960	2.040981	2.014676
1141.3	1997172	2.044061	2.015291
1126.3	2038786	2.037740	2.015746
1112.3	2082334	2.050862	2.016472
1098.0	2126166	2.073126	2.017619
1084.1	2169443	2.046818	2.018196
1071.0	2210646	2.055242	2.018878
1058.9	2251811	2.059685	2.019614
1046.9	2294482	2.061047	2.020375
1035.0	2337896	2.084914	2.021549
1023.5	2382151	2.028675	2.021681
1011.0	2426733	2.070597	2.022565
999.5	2467986	2.049904	2.023018
988.4	2509963	2.104808	2.024351
977.5	2552520	2.025953	2.024377
966.0	2594491	2.051327	2.024809
955.1	2637539	2.040542	2.025065
944.2	2679907	2.071703	2.025791
933.4	2722592	2.070863	2.026488
922.5	2764776	2.057698	2.026959
911.5	2806789	2.029274	2.026994
900.1	2848224	2.080898	2.027764
889.0	2889825	2.051940	2.028110
878.4	2934062	2.081644	2.028903
866.4	2977427	2.044867	2.029134
854.3	3019725	2.075771	2.029778
842.5	3062124	2.075511	2.030402
830.5	3106381	2.063616	2.030870
817.0	3149463	2.077506	2.031498
804.5	3191239	2.097731	2.032347
791.3	3234539	1.998407	2.031888
777.3	3275665	2.037371	2.031956
762.9	3317858	2.030889	2.031943
748.5	3360421	2.071588	2.032439
732.3	3402750	2.028475	2.032389
715.1	3444985	2.002630	2.032021
697.1	3487830	1.955643	2.031059
677.1	3530578	2.034355	2.031098
655.4	3572269	1.958277	2.030228
631.4	3613512	1.908533	2.028782
604.5	3655713	1.893055	2.027142
571.5	3697649	1.870166	2.025266
532.4	3739262	1.755463	2.021973
484.5	3780358	1.650671	2.017378
424.9	3821482	1.505117	2.010753
352.9	3862811	1.387028	2.002359
279.5	3904463	1.294497	1.992510
210.5	3945949	1.203303	1.981283
152.5	3987515	1.101734	1.968334
107.5	4028612	0.994226	1.953617
73.8	4071516	0.906844	1.936629
49.5	4109568	0.836575	1.920432
