# [1]Indel length	[2]Count
-60	2493
-59	44
-58	80
-57	53
-56	110
-55	62
-54	113
-53	64
-52	124
-51	82
-50	167
-49	161
-48	201
-47	103
-46	162
-45	132
-44	220
-43	120
-42	217
-41	146
-40	378
-39	203
-38	301
-37	226
-36	413
-35	257
-34	391
-33	273
-32	650
-31	336
-30	785
-29	371
-28	963
-27	511
-26	903
-25	686
-24	1497
-23	670
-22	1324
-21	813
-20	2476
-19	986
-18	2245
-17	1235
-16	3845
-15	2423
-14	3652
-13	2138
-12	7824
-11	2836
-10	7847
-9	4425
-8	13601
-7	5503
-6	16357
-5	15228
-4	50980
-3	35085
-2	92702
-1	231499
1	235714
2	91774
3	33414
4	48533
5	14411
6	16074
7	5269
8	13740
9	4233
10	7516
11	2615
12	7459
13	1983
14	3339
15	2227
16	3714
17	1088
18	2186
19	901
20	2520
21	833
22	1180
23	611
24	1533
25	681
26	857
27	481
28	945
29	343
30	745
31	319
32	583
33	242
34	390
35	269
36	424
37	204
38	267
39	165
40	353
41	140
42	225
43	119
44	183
45	141
46	141
47	107
48	180
49	120
50	136
51	80
52	150
53	88
54	130
55	85
56	111
57	55
58	92
59	73
60	2679
