# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.51
-58	0.52
-57	0.57
-56	0.59
-55	0.56
-54	0.60
-53	0.63
-52	0.57
-51	0.59
-50	0.62
-49	0.56
-48	0.59
-47	0.60
-46	0.64
-45	0.57
-44	0.60
-43	0.57
-42	0.65
-41	0.59
-40	0.63
-39	0.62
-38	0.66
-37	0.62
-36	0.63
-35	0.61
-34	0.67
-33	0.61
-32	0.66
-31	0.64
-30	0.65
-29	0.62
-28	0.65
-27	0.64
-26	0.67
-25	0.64
-24	0.65
-23	0.65
-22	0.66
-21	0.64
-20	0.64
-19	0.66
-18	0.66
-17	0.66
-16	0.64
-15	0.63
-14	0.65
-13	0.68
-12	0.64
-11	0.66
-10	0.63
-9	0.66
-8	0.63
-7	0.66
-6	0.64
-5	0.64
-4	0.64
-3	0.64
-2	0.65
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.59
7	0.60
8	0.58
9	0.61
10	0.58
11	0.60
12	0.58
13	0.60
14	0.57
15	0.58
16	0.58
17	0.62
18	0.58
19	0.62
20	0.58
21	0.61
22	0.56
23	0.62
24	0.59
25	0.60
26	0.59
27	0.63
28	0.58
29	0.63
30	0.58
31	0.64
32	0.58
33	0.61
34	0.61
35	0.61
36	0.63
37	0.66
38	0.62
39	0.59
40	0.60
41	0.67
42	0.66
43	0.64
44	0.59
45	0.57
46	0.62
47	0.59
48	0.60
49	0.67
50	0.64
51	0.60
52	0.58
53	0.58
54	0.66
55	0.66
56	0.60
57	0.58
58	0.60
59	0.66
60	0.63
