# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.52
-58	0.58
-57	0.65
-56	0.63
-55	0.60
-54	0.60
-53	0.62
-52	0.58
-51	0.59
-50	0.59
-49	0.55
-48	0.59
-47	0.61
-46	0.61
-45	0.56
-44	0.63
-43	0.61
-42	0.62
-41	0.65
-40	0.59
-39	0.59
-38	0.65
-37	0.62
-36	0.63
-35	0.59
-34	0.65
-33	0.64
-32	0.66
-31	0.63
-30	0.65
-29	0.62
-28	0.64
-27	0.62
-26	0.64
-25	0.63
-24	0.64
-23	0.62
-22	0.64
-21	0.63
-20	0.62
-19	0.65
-18	0.64
-17	0.66
-16	0.64
-15	0.62
-14	0.65
-13	0.66
-12	0.63
-11	0.66
-10	0.63
-9	0.65
-8	0.62
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.63
5	0.62
6	0.59
7	0.60
8	0.58
9	0.59
10	0.56
11	0.60
12	0.57
13	0.59
14	0.56
15	0.56
16	0.56
17	0.60
18	0.56
19	0.60
20	0.57
21	0.60
22	0.55
23	0.60
24	0.57
25	0.59
26	0.58
27	0.60
28	0.57
29	0.61
30	0.57
31	0.64
32	0.57
33	0.62
34	0.58
35	0.58
36	0.57
37	0.63
38	0.60
39	0.59
40	0.57
41	0.64
42	0.59
43	0.63
44	0.59
45	0.56
46	0.61
47	0.65
48	0.61
49	0.64
50	0.64
51	0.67
52	0.60
53	0.69
54	0.60
55	0.61
56	0.66
57	0.63
58	0.58
59	0.63
60	0.62
