# [1]Indel length	[2]Count
-60	2473
-59	42
-58	82
-57	56
-56	119
-55	66
-54	114
-53	67
-52	118
-51	71
-50	172
-49	139
-48	190
-47	100
-46	151
-45	134
-44	204
-43	123
-42	222
-41	135
-40	388
-39	192
-38	294
-37	219
-36	448
-35	242
-34	425
-33	262
-32	631
-31	337
-30	756
-29	383
-28	921
-27	473
-26	934
-25	677
-24	1504
-23	601
-22	1329
-21	847
-20	2429
-19	975
-18	2228
-17	1226
-16	3801
-15	2394
-14	3609
-13	2081
-12	7643
-11	2768
-10	7891
-9	4296
-8	13491
-7	5471
-6	16284
-5	15151
-4	50508
-3	34957
-2	91972
-1	229345
1	233669
2	91384
3	33443
4	48333
5	14138
6	15901
7	5347
8	13491
9	4225
10	7342
11	2582
12	7345
13	1864
14	3401
15	2246
16	3702
17	1076
18	2131
19	886
20	2443
21	828
22	1237
23	579
24	1484
25	635
26	803
27	509
28	947
29	320
30	713
31	301
32	577
33	262
34	392
35	257
36	423
37	210
38	261
39	188
40	340
41	116
42	217
43	124
44	160
45	140
46	145
47	105
48	185
49	114
50	124
51	89
52	135
53	80
54	128
55	73
56	108
57	68
58	97
59	60
60	2619
