# [1]Indel length	[2]Count
-60	2448
-59	47
-58	80
-57	53
-56	107
-55	69
-54	113
-53	67
-52	126
-51	86
-50	158
-49	153
-48	197
-47	101
-46	137
-45	127
-44	213
-43	117
-42	224
-41	124
-40	336
-39	180
-38	293
-37	195
-36	440
-35	242
-34	391
-33	249
-32	586
-31	282
-30	724
-29	384
-28	924
-27	467
-26	884
-25	675
-24	1483
-23	603
-22	1270
-21	779
-20	2441
-19	966
-18	2208
-17	1159
-16	3688
-15	2342
-14	3503
-13	2071
-12	7459
-11	2688
-10	7667
-9	4176
-8	13157
-7	5388
-6	15788
-5	14848
-4	49654
-3	34468
-2	90507
-1	226505
1	229653
2	89118
3	32267
4	47171
5	13760
6	15134
7	4969
8	13036
9	3882
10	7087
11	2397
12	7071
13	1718
14	3112
15	2114
16	3429
17	1007
18	1950
19	827
20	2325
21	733
22	1028
23	513
24	1324
25	624
26	755
27	439
28	789
29	298
30	638
31	295
32	531
33	244
34	318
35	260
36	368
37	172
38	240
39	150
40	302
41	129
42	177
43	110
44	155
45	119
46	125
47	100
48	158
49	99
50	112
51	61
52	111
53	75
54	83
55	79
56	87
57	50
58	74
59	54
60	2238
