# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.55
-58	0.54
-57	0.60
-56	0.57
-55	0.64
-54	0.59
-53	0.66
-52	0.61
-51	0.56
-50	0.59
-49	0.56
-48	0.55
-47	0.53
-46	0.57
-45	0.57
-44	0.62
-43	0.54
-42	0.62
-41	0.61
-40	0.58
-39	0.60
-38	0.63
-37	0.60
-36	0.64
-35	0.59
-34	0.65
-33	0.60
-32	0.64
-31	0.62
-30	0.65
-29	0.62
-28	0.64
-27	0.63
-26	0.63
-25	0.63
-24	0.62
-23	0.62
-22	0.64
-21	0.63
-20	0.61
-19	0.66
-18	0.64
-17	0.65
-16	0.62
-15	0.62
-14	0.64
-13	0.66
-12	0.63
-11	0.65
-10	0.62
-9	0.65
-8	0.62
-7	0.65
-6	0.62
-5	0.63
-4	0.63
-3	0.63
-2	0.64
-1	0.68
1	0.67
2	0.62
3	0.63
4	0.63
5	0.62
6	0.59
7	0.59
8	0.57
9	0.60
10	0.57
11	0.61
12	0.56
13	0.60
14	0.56
15	0.57
16	0.56
17	0.60
18	0.56
19	0.62
20	0.56
21	0.62
22	0.55
23	0.59
24	0.57
25	0.59
26	0.56
27	0.60
28	0.56
29	0.60
30	0.57
31	0.62
32	0.56
33	0.63
34	0.58
35	0.60
36	0.60
37	0.66
38	0.60
39	0.64
40	0.59
41	0.66
42	0.63
43	0.63
44	0.57
45	0.57
46	0.58
47	0.59
48	0.63
49	0.61
50	0.56
51	0.58
52	0.61
53	0.65
54	0.64
55	0.68
56	0.56
57	0.63
58	0.59
59	0.69
60	0.63
