# [1]Indel length	[2]Count
-60	2435
-59	43
-58	86
-57	52
-56	102
-55	56
-54	103
-53	61
-52	123
-51	78
-50	164
-49	143
-48	190
-47	113
-46	163
-45	121
-44	195
-43	120
-42	216
-41	127
-40	407
-39	190
-38	308
-37	213
-36	428
-35	246
-34	395
-33	261
-32	610
-31	305
-30	780
-29	379
-28	952
-27	491
-26	902
-25	670
-24	1538
-23	651
-22	1301
-21	813
-20	2490
-19	1006
-18	2263
-17	1229
-16	3789
-15	2377
-14	3596
-13	2113
-12	7674
-11	2798
-10	7829
-9	4381
-8	13511
-7	5558
-6	16285
-5	15057
-4	50663
-3	34954
-2	92396
-1	230413
1	234017
2	91052
3	33017
4	48302
5	14061
6	15891
7	5163
8	13461
9	3969
10	7336
11	2507
12	7346
13	1864
14	3273
15	2277
16	3563
17	1077
18	2092
19	834
20	2468
21	772
22	1123
23	618
24	1438
25	606
26	786
27	464
28	863
29	323
30	683
31	301
32	593
33	229
34	361
35	260
36	402
37	182
38	246
39	149
40	334
41	123
42	193
43	117
44	145
45	126
46	140
47	90
48	172
49	113
50	115
51	82
52	142
53	88
54	111
55	71
56	91
57	60
58	77
59	64
60	2435
