# [1]Indel length	[2]Count
-60	2532
-59	49
-58	95
-57	49
-56	126
-55	68
-54	112
-53	72
-52	132
-51	82
-50	178
-49	152
-48	210
-47	122
-46	180
-45	120
-44	191
-43	107
-42	241
-41	157
-40	397
-39	188
-38	308
-37	206
-36	468
-35	285
-34	413
-33	264
-32	674
-31	340
-30	795
-29	411
-28	939
-27	515
-26	895
-25	741
-24	1558
-23	652
-22	1331
-21	842
-20	2677
-19	1017
-18	2335
-17	1215
-16	3874
-15	2373
-14	3684
-13	2187
-12	7866
-11	2824
-10	7982
-9	4390
-8	13665
-7	5640
-6	16839
-5	15388
-4	51850
-3	35455
-2	93543
-1	233681
1	237683
2	93299
3	33927
4	49462
5	14282
6	16250
7	5315
8	13849
9	4285
10	7534
11	2675
12	7726
13	1959
14	3421
15	2321
16	3781
17	1186
18	2158
19	866
20	2635
21	836
22	1218
23	562
24	1577
25	684
26	867
27	481
28	996
29	348
30	756
31	292
32	578
33	270
34	364
35	266
36	441
37	203
38	281
39	178
40	373
41	128
42	223
43	114
44	176
45	131
46	150
47	95
48	206
49	111
50	132
51	85
52	144
53	106
54	133
55	77
56	109
57	78
58	94
59	70
60	3076
