# [1]Indel length	[2]Count
-60	2409
-59	49
-58	90
-57	53
-56	107
-55	59
-54	107
-53	60
-52	127
-51	72
-50	166
-49	143
-48	198
-47	102
-46	150
-45	113
-44	208
-43	95
-42	217
-41	141
-40	369
-39	188
-38	292
-37	202
-36	446
-35	245
-34	385
-33	231
-32	610
-31	312
-30	744
-29	378
-28	878
-27	471
-26	898
-25	676
-24	1504
-23	643
-22	1297
-21	795
-20	2517
-19	968
-18	2184
-17	1154
-16	3658
-15	2356
-14	3560
-13	2050
-12	7666
-11	2697
-10	7598
-9	4230
-8	13203
-7	5358
-6	15937
-5	15015
-4	49969
-3	34360
-2	90495
-1	227208
1	229972
2	89489
3	32380
4	47423
5	13932
6	15413
7	5012
8	13261
9	4016
10	7278
11	2494
12	7120
13	1870
14	3243
15	2189
16	3520
17	1042
18	2030
19	864
20	2381
21	795
22	1130
23	579
24	1446
25	636
26	822
27	469
28	837
29	307
30	666
31	290
32	558
33	242
34	354
35	254
36	420
37	205
38	227
39	150
40	296
41	129
42	199
43	115
44	165
45	113
46	142
47	99
48	157
49	110
50	125
51	91
52	128
53	89
54	96
55	73
56	106
57	49
58	77
59	63
60	2434
