# [1]Indel length	[2]Count
-60	2492
-59	41
-58	78
-57	43
-56	124
-55	69
-54	125
-53	69
-52	116
-51	89
-50	161
-49	143
-48	194
-47	120
-46	158
-45	129
-44	207
-43	129
-42	218
-41	135
-40	397
-39	178
-38	300
-37	195
-36	443
-35	251
-34	407
-33	278
-32	688
-31	346
-30	770
-29	363
-28	894
-27	489
-26	927
-25	706
-24	1532
-23	651
-22	1276
-21	829
-20	2596
-19	960
-18	2343
-17	1214
-16	3835
-15	2430
-14	3709
-13	2114
-12	7729
-11	2799
-10	7779
-9	4372
-8	13592
-7	5647
-6	16548
-5	15321
-4	51413
-3	35581
-2	93432
-1	233324
1	236535
2	92459
3	33665
4	48995
5	14183
6	16003
7	5200
8	13652
9	4134
10	7477
11	2613
12	7280
13	1903
14	3314
15	2184
16	3696
17	1106
18	2151
19	879
20	2485
21	770
22	1169
23	584
24	1505
25	666
26	819
27	482
28	919
29	353
30	717
31	325
32	578
33	260
34	363
35	260
36	406
37	188
38	269
39	183
40	325
41	151
42	220
43	114
44	174
45	119
46	157
47	102
48	161
49	117
50	123
51	85
52	119
53	85
54	122
55	76
56	98
57	56
58	96
59	65
60	2743
