# [1]Indel length	[2]Count
-60	2880
-59	60
-58	92
-57	63
-56	134
-55	57
-54	128
-53	77
-52	154
-51	87
-50	171
-49	166
-48	206
-47	113
-46	185
-45	125
-44	233
-43	129
-42	249
-41	164
-40	407
-39	205
-38	339
-37	237
-36	532
-35	300
-34	456
-33	281
-32	738
-31	383
-30	899
-29	408
-28	1044
-27	568
-26	1041
-25	804
-24	1803
-23	746
-22	1480
-21	950
-20	2896
-19	1117
-18	2587
-17	1403
-16	4366
-15	2753
-14	4249
-13	2410
-12	8878
-11	3325
-10	8869
-9	4906
-8	15590
-7	6420
-6	18780
-5	17486
-4	58434
-3	41118
-2	107154
-1	267360
1	269873
2	104683
3	38131
4	54661
5	15806
6	18123
7	5827
8	15067
9	4594
10	8237
11	2848
12	8171
13	2051
14	3739
15	2419
16	3976
17	1227
18	2278
19	951
20	2676
21	924
22	1269
23	635
24	1588
25	722
26	919
27	525
28	993
29	348
30	757
31	323
32	573
33	259
34	410
35	280
36	435
37	212
38	290
39	180
40	348
41	155
42	238
43	140
44	191
45	134
46	156
47	130
48	160
49	122
50	151
51	86
52	154
53	92
54	135
55	69
56	114
57	63
58	92
59	62
60	2658
