# [1]Indel length	[2]Count
-60	2619
-59	43
-58	77
-57	45
-56	108
-55	75
-54	128
-53	69
-52	126
-51	93
-50	176
-49	179
-48	225
-47	123
-46	164
-45	136
-44	223
-43	106
-42	227
-41	150
-40	451
-39	213
-38	321
-37	213
-36	465
-35	243
-34	437
-33	295
-32	651
-31	314
-30	783
-29	381
-28	980
-27	527
-26	941
-25	707
-24	1578
-23	680
-22	1359
-21	876
-20	2550
-19	1026
-18	2236
-17	1267
-16	4014
-15	2419
-14	3793
-13	2154
-12	7961
-11	2899
-10	8043
-9	4563
-8	13881
-7	5773
-6	16645
-5	15621
-4	51897
-3	35962
-2	94960
-1	235502
1	240349
2	94783
3	34251
4	49879
5	14928
6	16722
7	5422
8	14112
9	4451
10	7782
11	2726
12	7894
13	2127
14	3632
15	2342
16	3929
17	1199
18	2311
19	944
20	2685
21	844
22	1311
23	666
24	1666
25	708
26	935
27	525
28	1010
29	369
30	783
31	320
32	639
33	288
34	415
35	291
36	450
37	214
38	299
39	184
40	367
41	148
42	225
43	142
44	185
45	128
46	145
47	125
48	197
49	139
50	153
51	86
52	149
53	104
54	130
55	87
56	116
57	66
58	92
59	62
60	3265
