# [1]Indel length	[2]Count
-60	2504
-59	44
-58	80
-57	57
-56	108
-55	59
-54	118
-53	70
-52	111
-51	84
-50	161
-49	135
-48	192
-47	93
-46	154
-45	106
-44	201
-43	114
-42	212
-41	138
-40	360
-39	185
-38	308
-37	201
-36	439
-35	231
-34	389
-33	269
-32	657
-31	308
-30	748
-29	360
-28	920
-27	500
-26	861
-25	682
-24	1482
-23	590
-22	1258
-21	816
-20	2537
-19	962
-18	2192
-17	1202
-16	3723
-15	2259
-14	3513
-13	2089
-12	7467
-11	2704
-10	7574
-9	4251
-8	13194
-7	5455
-6	16154
-5	14950
-4	49688
-3	34614
-2	91170
-1	227469
1	231740
2	90281
3	33040
4	47543
5	13855
6	15599
7	5198
8	13331
9	4106
10	7066
11	2565
12	7282
13	1822
14	3200
15	2133
16	3557
17	1096
18	2028
19	891
20	2290
21	773
22	1134
23	581
24	1425
25	614
26	748
27	440
28	834
29	316
30	693
31	286
32	507
33	218
34	347
35	260
36	375
37	187
38	263
39	158
40	312
41	134
42	186
43	117
44	137
45	118
46	143
47	112
48	172
49	114
50	123
51	84
52	123
53	86
54	106
55	63
56	97
57	61
58	76
59	67
60	2407
