# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.49
-58	0.52
-57	0.56
-56	0.60
-55	0.58
-54	0.61
-53	0.56
-52	0.62
-51	0.57
-50	0.60
-49	0.54
-48	0.60
-47	0.60
-46	0.63
-45	0.57
-44	0.58
-43	0.59
-42	0.60
-41	0.60
-40	0.60
-39	0.61
-38	0.64
-37	0.63
-36	0.64
-35	0.58
-34	0.63
-33	0.59
-32	0.64
-31	0.62
-30	0.65
-29	0.63
-28	0.64
-27	0.61
-26	0.65
-25	0.65
-24	0.65
-23	0.63
-22	0.66
-21	0.63
-20	0.63
-19	0.66
-18	0.65
-17	0.65
-16	0.64
-15	0.64
-14	0.64
-13	0.66
-12	0.63
-11	0.66
-10	0.62
-9	0.65
-8	0.63
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.60
7	0.61
8	0.58
9	0.61
10	0.58
11	0.61
12	0.58
13	0.62
14	0.57
15	0.59
16	0.58
17	0.62
18	0.57
19	0.63
20	0.57
21	0.62
22	0.58
23	0.62
24	0.59
25	0.62
26	0.58
27	0.64
28	0.58
29	0.63
30	0.58
31	0.66
32	0.59
33	0.61
34	0.58
35	0.60
36	0.61
37	0.64
38	0.61
39	0.61
40	0.62
41	0.64
42	0.59
43	0.60
44	0.59
45	0.62
46	0.57
47	0.60
48	0.65
49	0.68
50	0.63
51	0.63
52	0.61
53	0.67
54	0.67
55	0.62
56	0.62
57	0.67
58	0.61
59	0.66
60	0.63
