# [1]Indel length	[2]Count
-60	2430
-59	37
-58	70
-57	58
-56	107
-55	55
-54	102
-53	65
-52	117
-51	81
-50	152
-49	155
-48	206
-47	98
-46	150
-45	125
-44	214
-43	113
-42	226
-41	130
-40	376
-39	172
-38	291
-37	213
-36	430
-35	257
-34	384
-33	272
-32	657
-31	329
-30	747
-29	366
-28	925
-27	482
-26	913
-25	650
-24	1553
-23	617
-22	1269
-21	778
-20	2423
-19	921
-18	2266
-17	1196
-16	3667
-15	2317
-14	3632
-13	2082
-12	7577
-11	2760
-10	7624
-9	4274
-8	13489
-7	5483
-6	15993
-5	14900
-4	50175
-3	34853
-2	91393
-1	228112
1	232268
2	90218
3	32930
4	47794
5	14018
6	15531
7	5226
8	13287
9	4077
10	7273
11	2535
12	7246
13	1810
14	3262
15	2233
16	3637
17	1083
18	2006
19	864
20	2450
21	784
22	1166
23	587
24	1401
25	645
26	749
27	486
28	862
29	314
30	678
31	294
32	562
33	236
34	335
35	253
36	411
37	171
38	260
39	165
40	292
41	119
42	188
43	102
44	153
45	132
46	153
47	94
48	156
49	95
50	124
51	81
52	111
53	75
54	103
55	75
56	94
57	57
58	75
59	69
60	2380
