# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.56
-58	0.58
-57	0.59
-56	0.57
-55	0.58
-54	0.59
-53	0.63
-52	0.55
-51	0.56
-50	0.60
-49	0.56
-48	0.60
-47	0.55
-46	0.65
-45	0.58
-44	0.61
-43	0.62
-42	0.63
-41	0.61
-40	0.59
-39	0.58
-38	0.62
-37	0.62
-36	0.64
-35	0.58
-34	0.66
-33	0.59
-32	0.62
-31	0.64
-30	0.62
-29	0.62
-28	0.62
-27	0.64
-26	0.65
-25	0.61
-24	0.62
-23	0.63
-22	0.63
-21	0.65
-20	0.61
-19	0.63
-18	0.62
-17	0.64
-16	0.61
-15	0.63
-14	0.63
-13	0.66
-12	0.62
-11	0.65
-10	0.61
-9	0.64
-8	0.61
-7	0.64
-6	0.62
-5	0.62
-4	0.62
-3	0.63
-2	0.63
-1	0.67
1	0.67
2	0.62
3	0.62
4	0.62
5	0.61
6	0.58
7	0.58
8	0.57
9	0.58
10	0.56
11	0.58
12	0.56
13	0.57
14	0.55
15	0.56
16	0.56
17	0.58
18	0.55
19	0.60
20	0.55
21	0.60
22	0.55
23	0.60
24	0.56
25	0.58
26	0.56
27	0.60
28	0.55
29	0.61
30	0.58
31	0.62
32	0.57
33	0.61
34	0.57
35	0.55
36	0.58
37	0.60
38	0.59
39	0.65
40	0.56
41	0.65
42	0.62
43	0.57
44	0.57
45	0.58
46	0.60
47	0.61
48	0.56
49	0.62
50	0.66
51	0.65
52	0.63
53	0.65
54	0.63
55	0.66
56	0.57
57	0.63
58	0.59
59	0.61
60	0.62
