# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.56
-58	0.59
-57	0.58
-56	0.63
-55	0.62
-54	0.65
-53	0.61
-52	0.65
-51	0.63
-50	0.60
-49	0.53
-48	0.60
-47	0.60
-46	0.59
-45	0.60
-44	0.62
-43	0.62
-42	0.65
-41	0.63
-40	0.61
-39	0.61
-38	0.66
-37	0.61
-36	0.65
-35	0.59
-34	0.64
-33	0.63
-32	0.65
-31	0.64
-30	0.65
-29	0.64
-28	0.65
-27	0.65
-26	0.64
-25	0.62
-24	0.65
-23	0.64
-22	0.66
-21	0.64
-20	0.63
-19	0.67
-18	0.65
-17	0.66
-16	0.64
-15	0.64
-14	0.65
-13	0.68
-12	0.64
-11	0.67
-10	0.63
-9	0.66
-8	0.63
-7	0.66
-6	0.64
-5	0.64
-4	0.64
-3	0.64
-2	0.65
-1	0.69
1	0.68
2	0.64
3	0.65
4	0.65
5	0.64
6	0.60
7	0.62
8	0.59
9	0.63
10	0.58
11	0.62
12	0.59
13	0.62
14	0.58
15	0.59
16	0.59
17	0.61
18	0.58
19	0.63
20	0.59
21	0.63
22	0.59
23	0.61
24	0.60
25	0.61
26	0.59
27	0.64
28	0.61
29	0.63
30	0.60
31	0.66
32	0.62
33	0.63
34	0.60
35	0.61
36	0.62
37	0.68
38	0.64
39	0.66
40	0.65
41	0.64
42	0.64
43	0.62
44	0.61
45	0.61
46	0.58
47	0.59
48	0.62
49	0.67
50	0.64
51	0.73
52	0.64
53	0.64
54	0.66
55	0.60
56	0.65
57	0.65
58	0.64
59	0.71
60	0.64
