# [1]Indel length	[2]Count
-60	2394
-59	46
-58	89
-57	54
-56	111
-55	67
-54	105
-53	53
-52	123
-51	78
-50	170
-49	156
-48	208
-47	107
-46	153
-45	147
-44	195
-43	110
-42	207
-41	129
-40	385
-39	176
-38	305
-37	218
-36	436
-35	240
-34	429
-33	281
-32	657
-31	312
-30	747
-29	361
-28	949
-27	492
-26	904
-25	690
-24	1515
-23	634
-22	1297
-21	786
-20	2479
-19	988
-18	2288
-17	1205
-16	3853
-15	2307
-14	3559
-13	2131
-12	7525
-11	2727
-10	7697
-9	4313
-8	13455
-7	5487
-6	16368
-5	15108
-4	50755
-3	34951
-2	92578
-1	230100
1	233071
2	91283
3	33109
4	48189
5	13957
6	15736
7	5117
8	13392
9	3967
10	7296
11	2464
12	7318
13	1806
14	3207
15	2200
16	3573
17	1024
18	2088
19	843
20	2388
21	763
22	1209
23	559
24	1432
25	651
26	773
27	465
28	852
29	343
30	622
31	285
32	566
33	251
34	360
35	262
36	394
37	171
38	277
39	147
40	325
41	134
42	204
43	122
44	160
45	126
46	152
47	116
48	177
49	117
50	131
51	76
52	142
53	79
54	110
55	76
56	99
57	55
58	80
59	60
60	2560
