# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.58
-58	0.62
-57	0.60
-56	0.63
-55	0.57
-54	0.63
-53	0.66
-52	0.59
-51	0.60
-50	0.63
-49	0.57
-48	0.60
-47	0.63
-46	0.63
-45	0.58
-44	0.61
-43	0.61
-42	0.62
-41	0.65
-40	0.60
-39	0.63
-38	0.65
-37	0.62
-36	0.63
-35	0.64
-34	0.64
-33	0.62
-32	0.64
-31	0.62
-30	0.65
-29	0.66
-28	0.65
-27	0.64
-26	0.66
-25	0.63
-24	0.66
-23	0.66
-22	0.66
-21	0.63
-20	0.62
-19	0.67
-18	0.65
-17	0.65
-16	0.64
-15	0.64
-14	0.65
-13	0.67
-12	0.64
-11	0.66
-10	0.63
-9	0.66
-8	0.63
-7	0.66
-6	0.63
-5	0.65
-4	0.64
-3	0.65
-2	0.65
-1	0.69
1	0.68
2	0.64
3	0.65
4	0.64
5	0.63
6	0.59
7	0.60
8	0.58
9	0.60
10	0.57
11	0.61
12	0.57
13	0.60
14	0.56
15	0.58
16	0.57
17	0.62
18	0.56
19	0.61
20	0.56
21	0.62
22	0.56
23	0.62
24	0.57
25	0.60
26	0.58
27	0.65
28	0.57
29	0.60
30	0.57
31	0.62
32	0.56
33	0.63
34	0.59
35	0.62
36	0.59
37	0.62
38	0.61
39	0.58
40	0.60
41	0.63
42	0.61
43	0.63
44	0.60
45	0.57
46	0.58
47	0.64
48	0.62
49	0.66
50	0.58
51	0.58
52	0.58
53	0.58
54	0.61
55	0.60
56	0.65
57	0.62
58	0.61
59	0.68
60	0.63
