# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.58
-58	0.61
-57	0.56
-56	0.61
-55	0.64
-54	0.63
-53	0.61
-52	0.58
-51	0.58
-50	0.62
-49	0.58
-48	0.60
-47	0.54
-46	0.63
-45	0.61
-44	0.64
-43	0.61
-42	0.61
-41	0.59
-40	0.60
-39	0.64
-38	0.67
-37	0.65
-36	0.65
-35	0.61
-34	0.63
-33	0.64
-32	0.64
-31	0.65
-30	0.63
-29	0.65
-28	0.63
-27	0.65
-26	0.66
-25	0.64
-24	0.65
-23	0.64
-22	0.66
-21	0.64
-20	0.63
-19	0.66
-18	0.66
-17	0.66
-16	0.64
-15	0.64
-14	0.65
-13	0.67
-12	0.64
-11	0.65
-10	0.63
-9	0.65
-8	0.63
-7	0.66
-6	0.63
-5	0.64
-4	0.64
-3	0.64
-2	0.65
-1	0.69
1	0.68
2	0.64
3	0.65
4	0.65
5	0.64
6	0.60
7	0.61
8	0.59
9	0.62
10	0.58
11	0.62
12	0.59
13	0.62
14	0.58
15	0.61
16	0.58
17	0.63
18	0.57
19	0.64
20	0.59
21	0.62
22	0.58
23	0.63
24	0.60
25	0.62
26	0.59
27	0.64
28	0.60
29	0.63
30	0.61
31	0.65
32	0.62
33	0.64
34	0.60
35	0.62
36	0.60
37	0.68
38	0.63
39	0.64
40	0.60
41	0.65
42	0.62
43	0.66
44	0.61
45	0.62
46	0.60
47	0.70
48	0.62
49	0.63
50	0.63
51	0.70
52	0.64
53	0.65
54	0.61
55	0.61
56	0.64
57	0.64
58	0.70
59	0.64
60	0.66
