# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.59
-58	0.54
-57	0.60
-56	0.64
-55	0.60
-54	0.60
-53	0.62
-52	0.63
-51	0.55
-50	0.61
-49	0.53
-48	0.59
-47	0.57
-46	0.63
-45	0.52
-44	0.61
-43	0.60
-42	0.60
-41	0.57
-40	0.59
-39	0.58
-38	0.62
-37	0.61
-36	0.61
-35	0.59
-34	0.64
-33	0.61
-32	0.63
-31	0.61
-30	0.63
-29	0.63
-28	0.63
-27	0.64
-26	0.64
-25	0.62
-24	0.63
-23	0.62
-22	0.64
-21	0.63
-20	0.62
-19	0.66
-18	0.64
-17	0.65
-16	0.63
-15	0.63
-14	0.65
-13	0.67
-12	0.63
-11	0.66
-10	0.62
-9	0.64
-8	0.62
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.59
7	0.60
8	0.58
9	0.60
10	0.57
11	0.60
12	0.58
13	0.59
14	0.56
15	0.59
16	0.57
17	0.59
18	0.56
19	0.62
20	0.57
21	0.62
22	0.56
23	0.60
24	0.58
25	0.60
26	0.57
27	0.62
28	0.57
29	0.63
30	0.58
31	0.61
32	0.58
33	0.62
34	0.57
35	0.60
36	0.59
37	0.63
38	0.61
39	0.60
40	0.56
41	0.62
42	0.63
43	0.61
44	0.59
45	0.60
46	0.60
47	0.62
48	0.61
49	0.60
50	0.60
51	0.64
52	0.63
53	0.68
54	0.56
55	0.61
56	0.61
57	0.63
58	0.64
59	0.70
60	0.63
