# [1]Indel length	[2]Count
-60	2534
-59	41
-58	83
-57	66
-56	112
-55	55
-54	104
-53	64
-52	136
-51	81
-50	167
-49	153
-48	206
-47	97
-46	176
-45	127
-44	214
-43	115
-42	226
-41	139
-40	394
-39	188
-38	295
-37	216
-36	433
-35	271
-34	417
-33	269
-32	637
-31	311
-30	786
-29	379
-28	951
-27	489
-26	913
-25	697
-24	1511
-23	631
-22	1324
-21	791
-20	2518
-19	977
-18	2265
-17	1208
-16	3754
-15	2429
-14	3610
-13	2071
-12	7740
-11	2756
-10	7738
-9	4322
-8	13583
-7	5591
-6	16380
-5	15138
-4	50504
-3	34733
-2	92387
-1	230117
1	233985
2	91264
3	33242
4	48197
5	14368
6	15803
7	5201
8	13540
9	4078
10	7476
11	2579
12	7358
13	1878
14	3277
15	2239
16	3769
17	1080
18	2127
19	835
20	2473
21	842
22	1189
23	611
24	1536
25	657
26	869
27	454
28	911
29	329
30	724
31	289
32	600
33	247
34	363
35	267
36	414
37	210
38	253
39	189
40	336
41	123
42	202
43	100
44	179
45	130
46	130
47	109
48	191
49	111
50	140
51	80
52	133
53	76
54	127
55	77
56	105
57	62
58	84
59	67
60	2762
