# [1]Indel length	[2]Count
-60	2505
-59	60
-58	74
-57	52
-56	119
-55	68
-54	115
-53	64
-52	113
-51	86
-50	162
-49	159
-48	197
-47	111
-46	162
-45	137
-44	212
-43	110
-42	220
-41	139
-40	372
-39	160
-38	303
-37	223
-36	430
-35	238
-34	383
-33	242
-32	655
-31	315
-30	771
-29	378
-28	953
-27	491
-26	901
-25	684
-24	1497
-23	647
-22	1264
-21	798
-20	2471
-19	978
-18	2220
-17	1233
-16	3743
-15	2434
-14	3632
-13	2088
-12	7624
-11	2791
-10	7862
-9	4329
-8	13447
-7	5498
-6	16272
-5	15211
-4	50796
-3	35219
-2	92029
-1	230662
1	234200
2	91328
3	33140
4	48132
5	14287
6	15793
7	5116
8	13518
9	4153
10	7294
11	2595
12	7264
13	1876
14	3261
15	2238
16	3658
17	1117
18	2050
19	876
20	2558
21	803
22	1135
23	582
24	1434
25	626
26	824
27	485
28	850
29	309
30	684
31	285
32	541
33	232
34	369
35	275
36	373
37	191
38	266
39	145
40	343
41	137
42	223
43	128
44	171
45	134
46	137
47	99
48	200
49	112
50	127
51	90
52	130
53	74
54	125
55	67
56	87
57	73
58	82
59	62
60	2551
