# [1]Indel length	[2]Count
-60	2480
-59	49
-58	81
-57	48
-56	122
-55	52
-54	114
-53	68
-52	110
-51	87
-50	148
-49	146
-48	194
-47	93
-46	148
-45	135
-44	230
-43	125
-42	221
-41	147
-40	382
-39	202
-38	317
-37	201
-36	446
-35	248
-34	409
-33	260
-32	659
-31	328
-30	768
-29	392
-28	892
-27	487
-26	938
-25	665
-24	1475
-23	640
-22	1259
-21	812
-20	2497
-19	992
-18	2265
-17	1250
-16	3764
-15	2289
-14	3620
-13	2157
-12	7622
-11	2717
-10	7865
-9	4329
-8	13501
-7	5540
-6	16358
-5	15080
-4	50861
-3	34901
-2	92222
-1	229884
1	232997
2	91287
3	32974
4	48103
5	14085
6	15854
7	5238
8	13314
9	4075
10	7280
11	2539
12	7332
13	1870
14	3283
15	2212
16	3637
17	1088
18	2083
19	866
20	2444
21	787
22	1167
23	591
24	1506
25	648
26	854
27	488
28	904
29	341
30	671
31	326
32	569
33	242
34	348
35	252
36	407
37	180
38	287
39	174
40	322
41	115
42	206
43	116
44	177
45	108
46	141
47	105
48	189
49	127
50	148
51	81
52	131
53	91
54	119
55	87
56	112
57	60
58	86
59	57
60	2639
