# [1]Indel length	[2]Count
-60	2139
-59	32
-58	69
-57	44
-56	86
-55	55
-54	106
-53	57
-52	112
-51	69
-50	134
-49	120
-48	189
-47	99
-46	129
-45	121
-44	183
-43	111
-42	212
-41	126
-40	333
-39	159
-38	293
-37	182
-36	370
-35	222
-34	341
-33	255
-32	555
-31	328
-30	653
-29	352
-28	817
-27	455
-26	827
-25	640
-24	1396
-23	573
-22	1196
-21	713
-20	2270
-19	942
-18	2045
-17	1080
-16	3452
-15	2189
-14	3386
-13	1997
-12	7066
-11	2553
-10	7215
-9	3985
-8	12720
-7	5092
-6	15200
-5	14326
-4	48272
-3	33057
-2	86730
-1	219883
1	221565
2	84654
3	30617
4	45314
5	12975
6	14350
7	4407
8	12164
9	3567
10	6528
11	2186
12	6421
13	1616
14	2682
15	1943
16	3119
17	937
18	1732
19	726
20	2132
21	685
22	954
23	467
24	1144
25	527
26	605
27	359
28	643
29	273
30	550
31	267
32	436
33	196
34	281
35	190
36	301
37	149
38	167
39	134
40	249
41	120
42	153
43	101
44	115
45	110
46	108
47	91
48	125
49	78
50	96
51	71
52	84
53	63
54	95
55	64
56	73
57	50
58	59
59	50
60	1731
