# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.50
-58	0.53
-57	0.56
-56	0.56
-55	0.57
-54	0.60
-53	0.58
-52	0.65
-51	0.56
-50	0.62
-49	0.56
-48	0.56
-47	0.62
-46	0.60
-45	0.59
-44	0.62
-43	0.60
-42	0.61
-41	0.58
-40	0.59
-39	0.60
-38	0.63
-37	0.61
-36	0.62
-35	0.57
-34	0.62
-33	0.62
-32	0.64
-31	0.63
-30	0.62
-29	0.63
-28	0.61
-27	0.62
-26	0.63
-25	0.63
-24	0.63
-23	0.61
-22	0.64
-21	0.62
-20	0.62
-19	0.65
-18	0.63
-17	0.65
-16	0.62
-15	0.63
-14	0.63
-13	0.65
-12	0.62
-11	0.65
-10	0.61
-9	0.64
-8	0.61
-7	0.65
-6	0.62
-5	0.62
-4	0.63
-3	0.63
-2	0.63
-1	0.67
1	0.67
2	0.62
3	0.63
4	0.63
5	0.63
6	0.58
7	0.59
8	0.57
9	0.59
10	0.57
11	0.60
12	0.57
13	0.59
14	0.57
15	0.58
16	0.56
17	0.60
18	0.55
19	0.61
20	0.56
21	0.61
22	0.56
23	0.59
24	0.58
25	0.59
26	0.57
27	0.60
28	0.58
29	0.61
30	0.57
31	0.61
32	0.58
33	0.62
34	0.57
35	0.58
36	0.63
37	0.62
38	0.63
39	0.61
40	0.59
41	0.64
42	0.62
43	0.66
44	0.60
45	0.60
46	0.59
47	0.63
48	0.61
49	0.64
50	0.63
51	0.62
52	0.61
53	0.63
54	0.63
55	0.67
56	0.56
57	0.64
58	0.59
59	0.70
60	0.64
