# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.54
-58	0.57
-57	0.51
-56	0.61
-55	0.64
-54	0.60
-53	0.59
-52	0.57
-51	0.51
-50	0.64
-49	0.53
-48	0.60
-47	0.57
-46	0.66
-45	0.57
-44	0.60
-43	0.59
-42	0.63
-41	0.58
-40	0.61
-39	0.61
-38	0.62
-37	0.61
-36	0.61
-35	0.62
-34	0.64
-33	0.59
-32	0.64
-31	0.62
-30	0.63
-29	0.63
-28	0.63
-27	0.64
-26	0.62
-25	0.61
-24	0.64
-23	0.60
-22	0.65
-21	0.64
-20	0.61
-19	0.66
-18	0.65
-17	0.64
-16	0.63
-15	0.62
-14	0.64
-13	0.66
-12	0.62
-11	0.66
-10	0.62
-9	0.65
-8	0.62
-7	0.66
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.63
5	0.63
6	0.59
7	0.60
8	0.57
9	0.59
10	0.57
11	0.60
12	0.57
13	0.60
14	0.56
15	0.59
16	0.56
17	0.60
18	0.56
19	0.61
20	0.55
21	0.61
22	0.57
23	0.60
24	0.57
25	0.60
26	0.57
27	0.62
28	0.57
29	0.62
30	0.58
31	0.60
32	0.58
33	0.62
34	0.59
35	0.59
36	0.59
37	0.64
38	0.61
39	0.61
40	0.60
41	0.63
42	0.62
43	0.66
44	0.57
45	0.59
46	0.63
47	0.64
48	0.63
49	0.66
50	0.66
51	0.63
52	0.62
53	0.65
54	0.59
55	0.57
56	0.61
57	0.62
58	0.59
59	0.71
60	0.62
