# [1]Indel length	[2]Count
-60	2512
-59	43
-58	76
-57	60
-56	119
-55	53
-54	100
-53	54
-52	125
-51	69
-50	152
-49	154
-48	211
-47	107
-46	150
-45	126
-44	219
-43	125
-42	230
-41	146
-40	364
-39	199
-38	329
-37	213
-36	450
-35	241
-34	414
-33	255
-32	668
-31	322
-30	759
-29	367
-28	958
-27	501
-26	938
-25	708
-24	1556
-23	630
-22	1331
-21	824
-20	2477
-19	951
-18	2258
-17	1184
-16	3768
-15	2425
-14	3585
-13	2071
-12	7743
-11	2803
-10	7759
-9	4304
-8	13578
-7	5460
-6	16357
-5	15017
-4	50712
-3	34782
-2	92458
-1	230555
1	233531
2	91642
3	32844
4	48276
5	14050
6	15759
7	5073
8	13429
9	4121
10	7215
11	2499
12	7247
13	1799
14	3244
15	2160
16	3631
17	1113
18	2052
19	862
20	2439
21	795
22	1164
23	581
24	1434
25	645
26	785
27	472
28	852
29	332
30	651
31	303
32	551
33	262
34	337
35	254
36	390
37	195
38	243
39	173
40	339
41	121
42	206
43	120
44	166
45	137
46	127
47	125
48	174
49	107
50	148
51	84
52	124
53	87
54	111
55	71
56	101
57	67
58	77
59	59
60	2534
