# [1]Indel length	[2]Count
-60	2408
-59	35
-58	79
-57	46
-56	102
-55	57
-54	102
-53	72
-52	125
-51	74
-50	147
-49	130
-48	174
-47	100
-46	141
-45	119
-44	190
-43	97
-42	205
-41	124
-40	359
-39	164
-38	273
-37	201
-36	427
-35	240
-34	390
-33	254
-32	610
-31	305
-30	722
-29	347
-28	882
-27	451
-26	846
-25	643
-24	1491
-23	607
-22	1192
-21	741
-20	2334
-19	950
-18	2158
-17	1117
-16	3616
-15	2332
-14	3467
-13	2070
-12	7364
-11	2661
-10	7504
-9	4097
-8	13296
-7	5334
-6	15866
-5	14709
-4	49351
-3	34010
-2	89849
-1	226026
1	228865
2	88534
3	32118
4	46953
5	13639
6	15164
7	4884
8	12982
9	3859
10	6901
11	2399
12	6892
13	1778
14	3096
15	2095
16	3342
17	987
18	1885
19	750
20	2248
21	735
22	1061
23	525
24	1319
25	616
26	687
27	423
28	731
29	309
30	611
31	274
32	483
33	232
34	318
35	220
36	366
37	168
38	217
39	147
40	272
41	119
42	188
43	104
44	124
45	102
46	125
47	88
48	132
49	91
50	109
51	83
52	109
53	76
54	108
55	65
56	90
57	58
58	64
59	51
60	2015
