# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.55
-58	0.57
-57	0.59
-56	0.56
-55	0.62
-54	0.54
-53	0.58
-52	0.61
-51	0.57
-50	0.57
-49	0.54
-48	0.61
-47	0.62
-46	0.59
-45	0.56
-44	0.64
-43	0.64
-42	0.61
-41	0.58
-40	0.62
-39	0.61
-38	0.61
-37	0.58
-36	0.63
-35	0.60
-34	0.64
-33	0.61
-32	0.64
-31	0.65
-30	0.65
-29	0.62
-28	0.65
-27	0.63
-26	0.65
-25	0.63
-24	0.64
-23	0.62
-22	0.66
-21	0.63
-20	0.62
-19	0.66
-18	0.65
-17	0.64
-16	0.63
-15	0.64
-14	0.65
-13	0.67
-12	0.63
-11	0.66
-10	0.63
-9	0.65
-8	0.62
-7	0.66
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.59
7	0.60
8	0.58
9	0.60
10	0.57
11	0.59
12	0.57
13	0.60
14	0.56
15	0.59
16	0.57
17	0.60
18	0.56
19	0.59
20	0.56
21	0.62
22	0.58
23	0.63
24	0.59
25	0.60
26	0.57
27	0.63
28	0.58
29	0.62
30	0.58
31	0.63
32	0.60
33	0.61
34	0.60
35	0.58
36	0.60
37	0.62
38	0.62
39	0.63
40	0.59
41	0.70
42	0.62
43	0.59
44	0.58
45	0.62
46	0.59
47	0.62
48	0.62
49	0.63
50	0.63
51	0.64
52	0.61
53	0.62
54	0.66
55	0.60
56	0.64
57	0.65
58	0.62
59	0.70
60	0.63
