# [1]Indel length	[2]Count
-60	2435
-59	42
-58	85
-57	54
-56	120
-55	57
-54	120
-53	63
-52	127
-51	79
-50	147
-49	166
-48	197
-47	111
-46	159
-45	133
-44	222
-43	121
-42	219
-41	134
-40	372
-39	183
-38	307
-37	214
-36	444
-35	261
-34	392
-33	273
-32	663
-31	322
-30	793
-29	390
-28	941
-27	496
-26	915
-25	721
-24	1591
-23	693
-22	1319
-21	850
-20	2586
-19	1032
-18	2319
-17	1226
-16	3930
-15	2425
-14	3711
-13	2143
-12	7809
-11	2835
-10	7831
-9	4455
-8	13692
-7	5800
-6	16703
-5	15562
-4	51546
-3	35600
-2	94150
-1	233354
1	237679
2	93657
3	34307
4	49494
5	14599
6	16298
7	5557
8	13788
9	4370
10	7484
11	2752
12	7476
13	1932
14	3396
15	2284
16	3710
17	1164
18	2121
19	913
20	2556
21	846
22	1238
23	606
24	1553
25	640
26	830
27	516
28	913
29	326
30	705
31	330
32	607
33	264
34	368
35	256
36	427
37	194
38	270
39	152
40	358
41	135
42	216
43	126
44	154
45	128
46	157
47	111
48	208
49	112
50	137
51	77
52	122
53	93
54	122
55	88
56	90
57	67
58	82
59	65
60	2879
