# [1]Indel length	[2]Count
-60	2492
-59	43
-58	70
-57	65
-56	109
-55	56
-54	110
-53	61
-52	116
-51	81
-50	170
-49	153
-48	189
-47	102
-46	134
-45	135
-44	209
-43	116
-42	234
-41	141
-40	382
-39	180
-38	314
-37	202
-36	445
-35	264
-34	405
-33	267
-32	635
-31	315
-30	764
-29	353
-28	883
-27	514
-26	926
-25	701
-24	1515
-23	616
-22	1203
-21	858
-20	2529
-19	974
-18	2260
-17	1204
-16	3761
-15	2420
-14	3562
-13	2076
-12	7508
-11	2720
-10	7643
-9	4337
-8	13406
-7	5550
-6	16135
-5	15259
-4	50376
-3	34583
-2	91358
-1	227987
1	232741
2	90307
3	32945
4	47783
5	14049
6	15775
7	5179
8	13239
9	4070
10	7350
11	2580
12	7267
13	1830
14	3222
15	2196
16	3635
17	1106
18	2030
19	826
20	2517
21	801
22	1212
23	563
24	1417
25	642
26	794
27	477
28	848
29	321
30	681
31	306
32	545
33	263
34	365
35	253
36	392
37	192
38	266
39	144
40	314
41	131
42	197
43	133
44	173
45	127
46	155
47	120
48	181
49	126
50	126
51	89
52	124
53	80
54	119
55	77
56	95
57	66
58	81
59	60
60	2573
