# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.59
-58	0.58
-57	0.65
-56	0.64
-55	0.60
-54	0.60
-53	0.58
-52	0.59
-51	0.53
-50	0.58
-49	0.60
-48	0.62
-47	0.61
-46	0.62
-45	0.61
-44	0.65
-43	0.64
-42	0.65
-41	0.62
-40	0.63
-39	0.62
-38	0.62
-37	0.60
-36	0.61
-35	0.58
-34	0.66
-33	0.64
-32	0.67
-31	0.65
-30	0.65
-29	0.66
-28	0.64
-27	0.62
-26	0.66
-25	0.64
-24	0.65
-23	0.65
-22	0.66
-21	0.64
-20	0.64
-19	0.66
-18	0.67
-17	0.67
-16	0.65
-15	0.64
-14	0.65
-13	0.68
-12	0.64
-11	0.67
-10	0.64
-9	0.66
-8	0.63
-7	0.66
-6	0.64
-5	0.64
-4	0.64
-3	0.64
-2	0.65
-1	0.69
1	0.68
2	0.64
3	0.65
4	0.65
5	0.64
6	0.61
7	0.62
8	0.60
9	0.61
10	0.58
11	0.62
12	0.59
13	0.63
14	0.59
15	0.59
16	0.58
17	0.62
18	0.59
19	0.64
20	0.59
21	0.63
22	0.61
23	0.63
24	0.60
25	0.61
26	0.59
27	0.65
28	0.61
29	0.64
30	0.60
31	0.65
32	0.61
33	0.65
34	0.62
35	0.58
36	0.61
37	0.66
38	0.65
39	0.63
40	0.64
41	0.66
42	0.65
43	0.63
44	0.59
45	0.59
46	0.57
47	0.62
48	0.61
49	0.62
50	0.66
51	0.63
52	0.64
53	0.58
54	0.68
55	0.66
56	0.64
57	0.67
58	0.64
59	0.62
60	0.66
