# [1]Indel length	[2]Count
-60	2389
-59	39
-58	73
-57	64
-56	105
-55	50
-54	103
-53	61
-52	115
-51	84
-50	179
-49	158
-48	198
-47	116
-46	173
-45	131
-44	213
-43	111
-42	211
-41	129
-40	394
-39	186
-38	318
-37	209
-36	456
-35	256
-34	423
-33	277
-32	665
-31	322
-30	771
-29	377
-28	929
-27	498
-26	923
-25	743
-24	1507
-23	611
-22	1271
-21	798
-20	2471
-19	980
-18	2211
-17	1193
-16	3781
-15	2386
-14	3673
-13	2066
-12	7598
-11	2690
-10	7725
-9	4249
-8	13428
-7	5503
-6	16067
-5	15011
-4	49877
-3	34452
-2	91455
-1	228481
1	231164
2	89999
3	32986
4	47757
5	13896
6	15785
7	5156
8	13148
9	3981
10	7457
11	2425
12	7346
13	1833
14	3255
15	2223
16	3598
17	1094
18	2088
19	870
20	2489
21	827
22	1140
23	574
24	1466
25	624
26	834
27	494
28	863
29	318
30	661
31	316
32	581
33	257
34	380
35	270
36	398
37	173
38	248
39	183
40	349
41	145
42	221
43	125
44	180
45	145
46	147
47	108
48	172
49	104
50	146
51	88
52	141
53	74
54	125
55	71
56	100
57	68
58	85
59	64
60	2638
