# [1]Indel length	[2]Count
-60	2531
-59	38
-58	81
-57	54
-56	106
-55	60
-54	123
-53	69
-52	120
-51	86
-50	153
-49	146
-48	223
-47	107
-46	150
-45	128
-44	202
-43	115
-42	211
-41	138
-40	393
-39	177
-38	307
-37	208
-36	459
-35	251
-34	401
-33	249
-32	622
-31	336
-30	763
-29	356
-28	952
-27	506
-26	923
-25	690
-24	1512
-23	640
-22	1289
-21	797
-20	2519
-19	975
-18	2303
-17	1185
-16	3841
-15	2327
-14	3674
-13	2107
-12	7688
-11	2715
-10	7686
-9	4181
-8	13630
-7	5496
-6	16373
-5	15094
-4	50960
-3	34944
-2	92966
-1	231065
1	234218
2	91443
3	33007
4	48466
5	14026
6	15933
7	5169
8	13491
9	4077
10	7442
11	2574
12	7416
13	1893
14	3411
15	2207
16	3733
17	1085
18	2130
19	838
20	2467
21	807
22	1137
23	637
24	1479
25	624
26	836
27	482
28	870
29	325
30	732
31	297
32	570
33	257
34	391
35	253
36	411
37	189
38	253
39	150
40	346
41	125
42	204
43	125
44	184
45	118
46	137
47	102
48	159
49	120
50	118
51	69
52	131
53	87
54	115
55	75
56	109
57	64
58	79
59	64
60	2526
