# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.62
-58	0.60
-57	0.55
-56	0.56
-55	0.61
-54	0.58
-53	0.58
-52	0.63
-51	0.54
-50	0.63
-49	0.56
-48	0.61
-47	0.63
-46	0.63
-45	0.61
-44	0.64
-43	0.66
-42	0.65
-41	0.67
-40	0.60
-39	0.61
-38	0.64
-37	0.62
-36	0.64
-35	0.60
-34	0.65
-33	0.62
-32	0.65
-31	0.67
-30	0.63
-29	0.63
-28	0.63
-27	0.64
-26	0.65
-25	0.63
-24	0.64
-23	0.62
-22	0.65
-21	0.63
-20	0.63
-19	0.66
-18	0.64
-17	0.65
-16	0.64
-15	0.63
-14	0.65
-13	0.67
-12	0.63
-11	0.67
-10	0.62
-9	0.65
-8	0.62
-7	0.66
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.65
4	0.64
5	0.64
6	0.60
7	0.62
8	0.58
9	0.61
10	0.59
11	0.62
12	0.59
13	0.62
14	0.59
15	0.60
16	0.58
17	0.62
18	0.58
19	0.65
20	0.58
21	0.62
22	0.58
23	0.63
24	0.59
25	0.62
26	0.59
27	0.65
28	0.60
29	0.62
30	0.60
31	0.64
32	0.61
33	0.62
34	0.59
35	0.62
36	0.61
37	0.64
38	0.65
39	0.60
40	0.62
41	0.65
42	0.60
43	0.67
44	0.63
45	0.65
46	0.64
47	0.62
48	0.64
49	0.66
50	0.63
51	0.68
52	0.64
53	0.61
54	0.62
55	0.67
56	0.65
57	0.65
58	0.60
59	0.66
60	0.64
