# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.56
-58	0.60
-57	0.59
-56	0.63
-55	0.56
-54	0.61
-53	0.58
-52	0.61
-51	0.60
-50	0.62
-49	0.52
-48	0.61
-47	0.61
-46	0.64
-45	0.54
-44	0.64
-43	0.63
-42	0.64
-41	0.60
-40	0.62
-39	0.61
-38	0.66
-37	0.65
-36	0.65
-35	0.61
-34	0.66
-33	0.64
-32	0.66
-31	0.66
-30	0.64
-29	0.64
-28	0.62
-27	0.62
-26	0.65
-25	0.64
-24	0.64
-23	0.62
-22	0.66
-21	0.64
-20	0.62
-19	0.66
-18	0.65
-17	0.66
-16	0.63
-15	0.64
-14	0.65
-13	0.67
-12	0.64
-11	0.66
-10	0.63
-9	0.66
-8	0.63
-7	0.66
-6	0.63
-5	0.64
-4	0.64
-3	0.64
-2	0.65
-1	0.69
1	0.67
2	0.64
3	0.65
4	0.64
5	0.63
6	0.60
7	0.61
8	0.59
9	0.60
10	0.58
11	0.61
12	0.58
13	0.62
14	0.58
15	0.60
16	0.58
17	0.62
18	0.58
19	0.63
20	0.58
21	0.61
22	0.56
23	0.62
24	0.60
25	0.61
26	0.60
27	0.63
28	0.61
29	0.62
30	0.59
31	0.67
32	0.59
33	0.62
34	0.59
35	0.61
36	0.60
37	0.64
38	0.64
39	0.60
40	0.63
41	0.65
42	0.63
43	0.59
44	0.59
45	0.59
46	0.66
47	0.68
48	0.62
49	0.66
50	0.62
51	0.58
52	0.62
53	0.67
54	0.64
55	0.64
56	0.61
57	0.65
58	0.64
59	0.64
60	0.65
