# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.56
-58	0.53
-57	0.66
-56	0.62
-55	0.53
-54	0.63
-53	0.61
-52	0.58
-51	0.56
-50	0.58
-49	0.53
-48	0.57
-47	0.60
-46	0.62
-45	0.63
-44	0.61
-43	0.59
-42	0.64
-41	0.60
-40	0.61
-39	0.57
-38	0.64
-37	0.64
-36	0.64
-35	0.64
-34	0.63
-33	0.62
-32	0.63
-31	0.62
-30	0.63
-29	0.62
-28	0.63
-27	0.60
-26	0.64
-25	0.64
-24	0.64
-23	0.62
-22	0.65
-21	0.62
-20	0.62
-19	0.66
-18	0.64
-17	0.66
-16	0.62
-15	0.63
-14	0.64
-13	0.66
-12	0.62
-11	0.66
-10	0.62
-9	0.64
-8	0.62
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.63
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.63
5	0.63
6	0.59
7	0.61
8	0.58
9	0.61
10	0.57
11	0.62
12	0.57
13	0.61
14	0.56
15	0.59
16	0.56
17	0.64
18	0.56
19	0.63
20	0.56
21	0.61
22	0.57
23	0.61
24	0.57
25	0.60
26	0.58
27	0.61
28	0.58
29	0.64
30	0.57
31	0.62
32	0.56
33	0.59
34	0.57
35	0.57
36	0.57
37	0.66
38	0.60
39	0.63
40	0.60
41	0.64
42	0.60
43	0.62
44	0.57
45	0.58
46	0.59
47	0.62
48	0.61
49	0.61
50	0.61
51	0.66
52	0.60
53	0.66
54	0.57
55	0.67
56	0.58
57	0.59
58	0.66
59	0.62
60	0.63
