# [1]Indel length	[2]Mean VAF
-60	0.55
-59	0.56
-58	0.57
-57	0.56
-56	0.59
-55	0.58
-54	0.56
-53	0.58
-52	0.60
-51	0.62
-50	0.55
-49	0.54
-48	0.56
-47	0.57
-46	0.63
-45	0.60
-44	0.59
-43	0.59
-42	0.60
-41	0.58
-40	0.59
-39	0.58
-38	0.62
-37	0.58
-36	0.61
-35	0.61
-34	0.64
-33	0.61
-32	0.63
-31	0.62
-30	0.63
-29	0.62
-28	0.62
-27	0.59
-26	0.63
-25	0.63
-24	0.62
-23	0.61
-22	0.64
-21	0.61
-20	0.61
-19	0.64
-18	0.63
-17	0.64
-16	0.62
-15	0.63
-14	0.63
-13	0.65
-12	0.62
-11	0.65
-10	0.61
-9	0.64
-8	0.61
-7	0.65
-6	0.61
-5	0.62
-4	0.62
-3	0.63
-2	0.63
-1	0.67
1	0.67
2	0.62
3	0.63
4	0.63
5	0.62
6	0.58
7	0.59
8	0.57
9	0.59
10	0.57
11	0.61
12	0.57
13	0.58
14	0.56
15	0.59
16	0.56
17	0.62
18	0.55
19	0.61
20	0.56
21	0.60
22	0.55
23	0.61
24	0.57
25	0.60
26	0.58
27	0.60
28	0.57
29	0.61
30	0.57
31	0.60
32	0.59
33	0.63
34	0.60
35	0.62
36	0.58
37	0.61
38	0.60
39	0.59
40	0.59
41	0.65
42	0.62
43	0.62
44	0.58
45	0.59
46	0.64
47	0.64
48	0.63
49	0.63
50	0.62
51	0.60
52	0.58
53	0.68
54	0.65
55	0.50
56	0.61
57	0.68
58	0.67
59	0.63
60	0.64
