# [1]Quality	[2]Number of sites	[3]Marginal Ts/Tv
228169.9	40645	1.567593	1.567593
3170.6	81379	1.979374	1.758423
2950.6	122134	1.973298	1.826587
2836.6	163177	2.017646	1.872329
2756.6	204367	1.975081	1.892463
2691.8	245953	2.052408	1.918319
2637.6	286714	2.029657	1.933646
2590.9	328033	2.054783	1.948373
2547.9	369216	2.074735	1.961950
2507.6	410340	2.059594	1.971454
2471.6	451045	2.068602	1.979968
2437.8	492614	2.064882	1.986951
2404.6	534189	2.070305	1.993276
2371.6	575759	2.058417	1.997886
2340.6	617400	2.047720	2.001196
2310.6	659080	2.056391	2.004627
2280.6	700307	2.070455	2.008424
2251.6	741645	2.081935	2.012429
2222.9	782740	2.114673	2.017630
2192.6	824023	2.083352	2.020856
2163.6	865728	2.080816	2.023691
2133.7	907235	2.082813	2.026346
2102.6	948564	2.060501	2.027818
2071.6	989789	2.053930	2.028897
2039.6	1031007	2.057262	2.030021
2005.6	1072305	2.064787	2.031345
1969.6	1113661	2.094119	2.033631
1931.6	1154862	2.031491	2.033554
1890.9	1196110	2.079358	2.035111
1844.6	1236891	1.964597	2.032733
1793.6	1277540	2.018415	2.032275
1735.1	1318213	1.977308	2.030549
1667.1	1359156	1.946599	2.027950
1589.6	1399859	1.949920	2.025623
1511.1	1440625	1.958775	2.023690
1443.1	1481789	1.965706	2.022049
1389.1	1522796	1.937675	2.019713
1346.1	1563456	1.950867	2.017882
1311.2	1604548	2.008860	2.017650
1281.0	1646268	2.029555	2.017951
1254.0	1686983	1.984971	2.017146
1230.6	1729344	2.041864	2.017747
1209.0	1770079	2.013835	2.017657
1190.0	1810992	2.064185	2.018692
1172.0	1852364	2.066182	2.019737
1155.1	1894061	2.047804	2.020349
1139.1	1935154	2.032246	2.020601
1124.0	1978219	2.005024	2.020260
1109.5	2020995	2.076967	2.021439
1095.5	2063999	2.013595	2.021275
1081.4	2106188	2.058725	2.022016
1068.2	2147026	2.021680	2.022010
1055.9	2187895	2.035202	2.022255
1044.1	2229844	2.079278	2.023308
1032.0	2273236	2.040785	2.023640
1020.3	2316939	2.051885	2.024168
1008.2	2357625	2.075516	2.025039
997.5	2399485	2.095238	2.026237
986.3	2441671	2.023653	2.026192
975.3	2483355	2.072229	2.026953
964.0	2526327	2.037534	2.027133
953.0	2569331	2.026107	2.027116
942.4	2612067	2.092106	2.028157
931.0	2655417	2.062955	2.028719
920.0	2698845	2.094705	2.029758
909.5	2741618	2.060461	2.030232
898.0	2783645	2.057399	2.030639
887.1	2826629	2.043546	2.030835
876.0	2868483	2.063758	2.031310
865.5	2909430	2.064436	2.031771
854.5	2950136	2.068446	2.032271
843.3	2993789	2.061435	2.032692
831.2	3036275	2.080928	2.033357
819.2	3077372	2.060773	2.033720
807.5	3118116	1.980323	2.033010
795.5	3160021	2.071989	2.033520
782.5	3200778	2.098685	2.034333
769.5	3242471	2.055328	2.034601
755.0	3283427	2.025039	2.034481
741.3	3324397	2.049952	2.034671
726.5	3365502	2.007390	2.034335
710.5	3406865	1.992765	2.033823
693.5	3448974	1.981590	2.033174
674.5	3489712	1.997866	2.032757
654.5	3531391	1.990100	2.032247
631.5	3573374	1.958633	2.031361
605.5	3614319	1.938496	2.030276
575.4	3655708	1.889083	2.028600
539.4	3696507	1.819168	2.026119
495.5	3737679	1.709041	2.022222
438.5	3778430	1.580647	2.016655
370.4	3819128	1.438905	2.009059
295.5	3860044	1.327550	1.999749
222.5	3900936	1.226627	1.988870
161.5	3941631	1.121852	1.976314
113.0	3982923	1.031887	1.962041
77.5	4023763	0.931426	1.946085
51.5	4063083	0.824509	1.928663
