# [1]Indel length	[2]Count
-60	2510
-59	44
-58	97
-57	59
-56	108
-55	49
-54	109
-53	63
-52	125
-51	73
-50	178
-49	155
-48	227
-47	102
-46	152
-45	120
-44	204
-43	141
-42	234
-41	141
-40	389
-39	177
-38	315
-37	202
-36	440
-35	260
-34	409
-33	263
-32	660
-31	302
-30	748
-29	392
-28	930
-27	466
-26	937
-25	706
-24	1538
-23	623
-22	1287
-21	831
-20	2445
-19	954
-18	2252
-17	1202
-16	3796
-15	2444
-14	3642
-13	2084
-12	7491
-11	2704
-10	7729
-9	4243
-8	13410
-7	5529
-6	16056
-5	15057
-4	50470
-3	35028
-2	92939
-1	232148
1	234559
2	91027
3	33083
4	48388
5	13958
6	15702
7	4982
8	13308
9	3965
10	7321
11	2455
12	7280
13	1762
14	3261
15	2126
16	3587
17	1033
18	1977
19	829
20	2373
21	760
22	1093
23	562
24	1509
25	611
26	763
27	447
28	817
29	319
30	640
31	298
32	498
33	220
34	341
35	277
36	388
37	199
38	257
39	162
40	335
41	148
42	186
43	121
44	158
45	141
46	135
47	111
48	179
49	126
50	129
51	69
52	114
53	80
54	128
55	75
56	110
57	70
58	84
59	67
60	2455
