# [1]Indel length	[2]Count
-60	2501
-59	43
-58	80
-57	61
-56	109
-55	66
-54	121
-53	63
-52	121
-51	74
-50	168
-49	152
-48	222
-47	101
-46	154
-45	119
-44	227
-43	118
-42	241
-41	142
-40	390
-39	192
-38	322
-37	206
-36	477
-35	274
-34	398
-33	290
-32	662
-31	329
-30	768
-29	404
-28	982
-27	520
-26	946
-25	692
-24	1566
-23	652
-22	1320
-21	828
-20	2523
-19	1007
-18	2262
-17	1242
-16	3872
-15	2325
-14	3790
-13	2197
-12	7707
-11	2842
-10	7896
-9	4509
-8	13853
-7	5924
-6	16939
-5	15746
-4	52221
-3	36678
-2	95289
-1	232911
1	239230
2	95173
3	35393
4	49875
5	15066
6	16715
7	5788
8	14020
9	4461
10	7610
11	2850
12	7502
13	2008
14	3494
15	2282
16	3737
17	1140
18	2176
19	932
20	2457
21	829
22	1212
23	675
24	1560
25	648
26	860
27	490
28	915
29	370
30	667
31	328
32	639
33	281
34	380
35	288
36	400
37	206
38	258
39	165
40	360
41	159
42	219
43	132
44	167
45	131
46	148
47	105
48	189
49	120
50	138
51	92
52	138
53	91
54	133
55	91
56	112
57	62
58	92
59	61
60	2738
