# [1]Indel length	[2]Count
-60	2520
-59	37
-58	83
-57	51
-56	113
-55	54
-54	139
-53	73
-52	128
-51	88
-50	179
-49	172
-48	206
-47	121
-46	162
-45	150
-44	208
-43	112
-42	251
-41	147
-40	376
-39	205
-38	306
-37	213
-36	437
-35	244
-34	415
-33	281
-32	706
-31	333
-30	779
-29	398
-28	971
-27	509
-26	960
-25	689
-24	1606
-23	648
-22	1291
-21	826
-20	2508
-19	999
-18	2357
-17	1230
-16	3848
-15	2418
-14	3771
-13	2138
-12	7870
-11	2789
-10	7898
-9	4426
-8	13976
-7	5639
-6	16550
-5	15299
-4	51242
-3	35552
-2	93876
-1	233300
1	237740
2	93093
3	33572
4	49135
5	14225
6	16118
7	5405
8	13766
9	4252
10	7477
11	2603
12	7497
13	1981
14	3433
15	2292
16	3843
17	1111
18	2191
19	915
20	2465
21	855
22	1174
23	617
24	1539
25	655
26	869
27	468
28	889
29	365
30	727
31	313
32	617
33	251
34	374
35	265
36	392
37	186
38	278
39	169
40	372
41	142
42	224
43	125
44	169
45	123
46	152
47	105
48	178
49	119
50	127
51	102
52	135
53	88
54	126
55	79
56	115
57	66
58	84
59	69
60	2848
