# [1]Indel length	[2]Count
-60	2458
-59	45
-58	73
-57	68
-56	113
-55	59
-54	108
-53	63
-52	117
-51	81
-50	154
-49	149
-48	205
-47	106
-46	161
-45	123
-44	186
-43	130
-42	198
-41	117
-40	367
-39	156
-38	324
-37	209
-36	450
-35	251
-34	409
-33	270
-32	644
-31	305
-30	733
-29	385
-28	929
-27	490
-26	893
-25	669
-24	1505
-23	621
-22	1231
-21	808
-20	2434
-19	951
-18	2148
-17	1164
-16	3678
-15	2363
-14	3574
-13	2075
-12	7536
-11	2662
-10	7546
-9	4215
-8	13416
-7	5361
-6	16060
-5	14823
-4	50281
-3	34456
-2	90303
-1	226272
1	228702
2	89217
3	32048
4	47255
5	13640
6	15179
7	4873
8	13001
9	3851
10	6978
11	2437
12	7079
13	1736
14	3075
15	2059
16	3429
17	985
18	2044
19	830
20	2302
21	728
22	1067
23	555
24	1380
25	622
26	736
27	451
28	854
29	297
30	641
31	285
32	508
33	238
34	348
35	257
36	397
37	170
38	245
39	169
40	333
41	123
42	212
43	120
44	158
45	122
46	144
47	111
48	185
49	116
50	127
51	75
52	121
53	76
54	120
55	77
56	82
57	74
58	80
59	58
60	2431
