# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.59
-58	0.58
-57	0.60
-56	0.58
-55	0.57
-54	0.58
-53	0.56
-52	0.63
-51	0.57
-50	0.59
-49	0.54
-48	0.58
-47	0.55
-46	0.61
-45	0.58
-44	0.61
-43	0.55
-42	0.59
-41	0.58
-40	0.59
-39	0.59
-38	0.65
-37	0.60
-36	0.64
-35	0.62
-34	0.65
-33	0.63
-32	0.64
-31	0.63
-30	0.64
-29	0.63
-28	0.65
-27	0.62
-26	0.65
-25	0.63
-24	0.64
-23	0.64
-22	0.65
-21	0.64
-20	0.63
-19	0.66
-18	0.65
-17	0.66
-16	0.64
-15	0.63
-14	0.65
-13	0.66
-12	0.63
-11	0.66
-10	0.63
-9	0.65
-8	0.63
-7	0.66
-6	0.63
-5	0.64
-4	0.64
-3	0.64
-2	0.65
-1	0.69
1	0.68
2	0.64
3	0.64
4	0.64
5	0.63
6	0.59
7	0.61
8	0.58
9	0.60
10	0.58
11	0.60
12	0.58
13	0.60
14	0.57
15	0.59
16	0.57
17	0.62
18	0.57
19	0.62
20	0.57
21	0.62
22	0.55
23	0.61
24	0.57
25	0.60
26	0.58
27	0.62
28	0.59
29	0.62
30	0.59
31	0.66
32	0.60
33	0.62
34	0.62
35	0.56
36	0.59
37	0.64
38	0.62
39	0.60
40	0.58
41	0.64
42	0.59
43	0.65
44	0.64
45	0.60
46	0.62
47	0.58
48	0.61
49	0.62
50	0.60
51	0.66
52	0.63
53	0.67
54	0.66
55	0.63
56	0.61
57	0.68
58	0.64
59	0.64
60	0.63
