# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.59
-58	0.62
-57	0.59
-56	0.61
-55	0.60
-54	0.61
-53	0.60
-52	0.58
-51	0.53
-50	0.59
-49	0.56
-48	0.58
-47	0.58
-46	0.66
-45	0.63
-44	0.62
-43	0.59
-42	0.67
-41	0.61
-40	0.61
-39	0.62
-38	0.62
-37	0.60
-36	0.64
-35	0.58
-34	0.62
-33	0.61
-32	0.66
-31	0.64
-30	0.64
-29	0.63
-28	0.63
-27	0.63
-26	0.66
-25	0.62
-24	0.64
-23	0.64
-22	0.66
-21	0.64
-20	0.62
-19	0.66
-18	0.65
-17	0.65
-16	0.63
-15	0.63
-14	0.64
-13	0.66
-12	0.63
-11	0.66
-10	0.63
-9	0.65
-8	0.63
-7	0.66
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.65
-1	0.69
1	0.67
2	0.64
3	0.65
4	0.64
5	0.64
6	0.60
7	0.61
8	0.59
9	0.61
10	0.58
11	0.62
12	0.59
13	0.62
14	0.58
15	0.59
16	0.58
17	0.62
18	0.58
19	0.64
20	0.58
21	0.61
22	0.58
23	0.64
24	0.58
25	0.60
26	0.59
27	0.61
28	0.58
29	0.62
30	0.61
31	0.66
32	0.59
33	0.62
34	0.56
35	0.61
36	0.59
37	0.68
38	0.63
39	0.65
40	0.58
41	0.66
42	0.63
43	0.63
44	0.62
45	0.61
46	0.65
47	0.64
48	0.67
49	0.65
50	0.64
51	0.67
52	0.65
53	0.62
54	0.61
55	0.62
56	0.55
57	0.69
58	0.63
59	0.69
60	0.64
