# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.56
-58	0.53
-57	0.55
-56	0.60
-55	0.57
-54	0.60
-53	0.59
-52	0.62
-51	0.58
-50	0.60
-49	0.54
-48	0.59
-47	0.62
-46	0.60
-45	0.62
-44	0.65
-43	0.61
-42	0.60
-41	0.64
-40	0.58
-39	0.61
-38	0.64
-37	0.58
-36	0.65
-35	0.59
-34	0.66
-33	0.60
-32	0.63
-31	0.67
-30	0.65
-29	0.61
-28	0.63
-27	0.65
-26	0.65
-25	0.61
-24	0.64
-23	0.61
-22	0.64
-21	0.62
-20	0.63
-19	0.66
-18	0.65
-17	0.66
-16	0.63
-15	0.63
-14	0.64
-13	0.65
-12	0.63
-11	0.66
-10	0.62
-9	0.65
-8	0.63
-7	0.66
-6	0.63
-5	0.63
-4	0.64
-3	0.64
-2	0.65
-1	0.68
1	0.68
2	0.63
3	0.64
4	0.64
5	0.62
6	0.59
7	0.60
8	0.58
9	0.59
10	0.56
11	0.58
12	0.57
13	0.58
14	0.57
15	0.57
16	0.56
17	0.60
18	0.56
19	0.59
20	0.55
21	0.60
22	0.56
23	0.59
24	0.55
25	0.59
26	0.57
27	0.61
28	0.57
29	0.62
30	0.56
31	0.64
32	0.58
33	0.62
34	0.57
35	0.57
36	0.60
37	0.65
38	0.60
39	0.60
40	0.58
41	0.68
42	0.59
43	0.60
44	0.58
45	0.57
46	0.57
47	0.61
48	0.59
49	0.61
50	0.60
51	0.64
52	0.64
53	0.59
54	0.60
55	0.57
56	0.60
57	0.67
58	0.60
59	0.62
60	0.62
