# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.60
-58	0.57
-57	0.60
-56	0.62
-55	0.61
-54	0.58
-53	0.59
-52	0.60
-51	0.58
-50	0.56
-49	0.54
-48	0.59
-47	0.58
-46	0.64
-45	0.59
-44	0.60
-43	0.61
-42	0.65
-41	0.58
-40	0.59
-39	0.61
-38	0.63
-37	0.56
-36	0.63
-35	0.59
-34	0.63
-33	0.60
-32	0.66
-31	0.64
-30	0.63
-29	0.63
-28	0.63
-27	0.61
-26	0.65
-25	0.62
-24	0.64
-23	0.62
-22	0.64
-21	0.63
-20	0.62
-19	0.66
-18	0.64
-17	0.66
-16	0.63
-15	0.63
-14	0.64
-13	0.66
-12	0.63
-11	0.66
-10	0.62
-9	0.65
-8	0.62
-7	0.66
-6	0.63
-5	0.63
-4	0.63
-3	0.63
-2	0.64
-1	0.68
1	0.67
2	0.62
3	0.64
4	0.63
5	0.62
6	0.58
7	0.60
8	0.57
9	0.59
10	0.56
11	0.61
12	0.57
13	0.59
14	0.55
15	0.59
16	0.56
17	0.60
18	0.56
19	0.62
20	0.56
21	0.61
22	0.56
23	0.61
24	0.58
25	0.60
26	0.54
27	0.61
28	0.56
29	0.62
30	0.55
31	0.62
32	0.58
33	0.64
34	0.58
35	0.58
36	0.61
37	0.62
38	0.64
39	0.62
40	0.60
41	0.70
42	0.60
43	0.58
44	0.54
45	0.59
46	0.60
47	0.59
48	0.59
49	0.60
50	0.59
51	0.61
52	0.64
53	0.65
54	0.60
55	0.64
56	0.59
57	0.62
58	0.60
59	0.61
60	0.62
